source_id,release_date,title,package
fc,1989-04-20,蒼き狼と白き牝鹿・ジンギスカン,true
fc,1989-04-25,ダウンタウン熱血物語,true
fc,1989-04-25,デビルマン,true
fc,1989-04-27,ドラゴンバスターII 闇の封印,true
fc,1989-04-28,HOLY DIVER,true
fc,1989-04-28,KEIBA simulation 本命,true
fc,1989-05-01,名探偵ホームズ Mからの挑戦状,true
fc,1989-05-02,株式道場,true
fc,1989-05-12,激亀忍者伝,true
fc,1989-05-19,ベースボールスター めざせ三冠王,true
fc,1989-05-19,天地を喰らう,true
fc,1989-05-26,スーパーチャイニーズ2 ドラゴンキッド,true
fc,1989-05-26,帰って来た!軍人将棋 なんやそれ?,true
fc,1989-06-23,ラサール石井のチャイルズクエスト,true
fc,1989-06-25,SDガンダムワールド ガチャポン戦士2 カプセル戦記,true
fc,1989-06-27,クインティ,true
fc,1989-06-30,マーダークラブ JBハロルドの事件簿,true
fc,1989-06-30,脱獄,true
fc,1989-07-14,ドラゴンニンジャ,true
fc,1989-07-14,ホワイトライオン伝説 ピラミッドの彼方に,true
fc,1989-07-14,囲碁指南,true
fc,1989-07-18,WILLOW,true
fc,1989-07-18,必殺道場破り,true
fc,1989-07-21,ケルナグール,true
fc,1989-07-21,ファリア 封印の剣,true
fc,1989-07-21,全米プロバスケット,true
fc,1989-07-21,究極ハリキリスタジアム 平成元年版,true
fc,1989-07-25,パーフェクトボウリング,true
fc,1989-07-25,美味しんぼ 究極のメニュー三本勝負,true
fc,1989-07-27,MOTHER,true
fc,1989-07-27,新・燃えろ!!プロ野球,true
fc,1989-07-28,ファミスタ'89 開幕版!!,true
fc,1989-07-31,スプラッターハウス わんぱくグラフィティ,true
fc,1989-08-04,コズミックウォーズ,true
fc,1989-08-04,究極タイガー,true
fc,1989-08-08,名門!第三野球部,true
fc,1989-08-08,燃える!お兄さん,true
fc,1989-08-11,ムーランルージュ戦記 メルヴィルの炎,true
fc,1989-08-21,武田信玄2,true
fc,1989-08-25,Captain ED（キャプテン・エド）,true
fc,1989-08-25,ROBOCOP,true
fc,1989-08-25,レーサーミニ四駆 ジャパンカップ,true
fc,1989-09-01,激闘プロレス!!闘魂伝説,true
fc,1989-09-14,アイドル八犬伝,true
fc,1989-09-14,谷川浩司の将棋指南III,true
fc,1989-09-19,マルサの女,true
fc,1989-09-20,ウルティマ 聖者への道,true
fc,1989-09-22,中華大仙,true
fc,1989-09-23,アメリカンドリーム,true
fc,1989-09-29,サンダーバード,true
fc,1989-09-29,ツインビー3 ポコポコ大魔王,true
fc,1989-09-29,マハラジャ,true
fc,1989-09-29,悪魔の招待状,true
fc,1989-09-29,明治維新,true
fc,1989-09-29,落っことしパズル とんじゃん!?,true
fc,1989-10-06,甲子園,true
fc,1989-10-13,ワールドスーパーテニス,true
fc,1989-10-14,ヴイナス戦記,true
fc,1989-10-19,北斗の拳3 新世紀創造 凄拳列伝,true
fc,1989-10-27,ソフトボール天国,true
fc,1989-10-27,ドラゴンボール3 悟空伝,true
fc,1989-10-27,メジャーリーグ,true
fc,1989-10-27,田代まさしのプリンセスがいっぱい,true
fc,1989-10-27,超人ウルトラベースボール,true
fc,1989-10-31,麻雀大会,true
fc,1989-11-10,V'BALL,true
fc,1989-11-10,ダンジョン&マジック,true
fc,1989-11-17,御存知 弥次喜多珍道中,true
fc,1989-11-17,忍者COP サイゾウ,true
fc,1989-11-24,コズミックイプシロン,true
fc,1989-11-24,ベガスコネクション カジノより愛をこめて,true
fc,1989-11-24,寺尾のどすこい大相撲,true
fc,1989-11-25,ゴルフッ子オープン,true
fc,1989-11-27,激突四駆バトル,true
fc,1989-11-30,スクウェアのトム・ソーヤ,true
fc,1989-12-01,コンフリクト,true
fc,1989-12-01,ホステージ,true
fc,1989-12-01,名門!多古西応援団,true
fc,1989-12-01,未来戦史ライオス,true
fc,1989-12-01,道(TAO),true
fc,1989-12-08,おそ松くん バック・トゥ・ザ・ミーの出っ歯の巻,true
fc,1989-12-08,スーパーもぐらたたき!! ぽっくんモグラー,true
fc,1989-12-08,タイトー チェイスH.Q.,true
fc,1989-12-08,新・里見八犬伝 光と闇の戦い,true
fc,1989-12-08,星霊狩り,true
fc,1989-12-09,スーパースタープロレスリング,true
fc,1989-12-15,かってにシロクマ もりをすくえのまき,true
fc,1989-12-15,アバドックス,true
fc,1989-12-15,スウィートホーム,true
fc,1989-12-15,トップガン2 デュアルファイターズ,true
fc,1989-12-15,ピンボールクエスト,true
fc,1989-12-15,ファミコン野球盤,true
fc,1989-12-15,フリップル,true
fc,1989-12-15,激闘スタジアム!!,true
fc,1989-12-15,神仙伝,true
fc,1989-12-19,I LOVE ソフトボール,true
fc,1989-12-19,エモやんの10倍プロ野球,true
fc,1989-12-19,クォーターバックスクランブル,true
fc,1989-12-19,ファミスタ'90,true
fc,1989-12-20,ザ・マネーゲームII 兜町の奇跡,true
