ID	title	language	region	release_date	serial
AC-001	Dave Mirra Freestyle BMX 2	English	NTSC-U	2001-09-06	AC-001
AC-002	All-Star Baseball 2003	English	NTSC-U	2002-02-25	AC-002
AC-003	Legends of Wrestling	English	NTSC-U	2002-05-28	AC-003
AC-004	Turok: Evolution	English	NTSC-U	2002-09-01	AC-004
AC-005	Vexx	English	NTSC-U	2003-02-10	AC-005
AC-006	Burnout	English	NTSC-U	2002-04-30	AC-006
AC-007	Aggressive Inline	English / French / German / Spanish	NTSC-U	2002-05-29	AC-007
AC-010	ATV: Quad Power Racing 2	English / French / German / Italian / Spanish	NTSC-U	2003-01	AC-010
AC-011	Speed Kings	English / French / German / Italian / Spanish	NTSC-U	2003	AC-011
AC-012	Urban Freestyle Soccer	English / French / German / Italian / Spanish	PAL	2004-02-13	AC-012
AC-013	AFL Live 2003	English	PAL	2002-09	AC-013
AC-014	BMX XXX	English	NTSC-U	2002-11-10	AC-014
AC-015	Legends of Wrestling II	English	NTSC-U	2002-11-25	AC-015
AC-016	SX Superstar	English	NTSC-U	2003-06-30	AC-016
AC-019	NBA Jam	English / French / German	NTSC-U	2003	AC-019
AC-020	XGRA: Extreme G Racing Association	English / French / German / Italian / Spanish	NTSC-U	2003	AC-020
AC-022	Alias	English / French / German / Italian / Spanish	NTSC-U	2004	AC-022
AC-023	Dakar 2: The World's Ultimate Rally	English / French / German / Italian / Spanish	NTSC-U	2003	AC-023
AC-024	All-Star Baseball 2004	N/A	NTSC-U	2003-02-23	AC-024
AC-025	Burnout 2: Point of Impact	English	NTSC-U	2002-10	AC-025
AC-026	Gladiator: Sword of Vengeance	English / French / German / Italian / Spanish	NTSC-U	2003	AC-026
AC-027	AFL Live 2004	English	PAL	2003	AC-027
AC-028	All-Star Baseball 2005	English	NTSC-U	2004-03-23	AC-028
AC-029	Showdown: Legends of Wrestling	English	NTSC-U	2004-06-22	AC-029
AC-031	WCR: World Championship Rugby	English / French	PAL	2004	AC-031
AC-035	AFL Live Premiership Edition	English	PAL	2004-04-29	AC-035
AC-126	The Red Star	English	NTSC-U	2007-04-23	AC-126
AD-002	Pump It Up: Exceed	N/A	NTSC-U	2005-09-08	AD-002
AH-002	Playboy: The Mansion	English	NTSC-U	2005-01-25	AH-002
AP-001	Tenerezza	Japanese	NTSC-J	2003-01-30	AP-001
AQ-001	Petit Copter	Japanese	NTSC-J	2002-05-30	AQ-001
AQ-002	Flight Academy	N/A	NTSC-J	2002-08-29	AQ-002
AQ-003	Sentou Yousei Yukikaze: Yousei no Mau Sora	N/A	NTSC-J	2003-08-07	AQ-003
AS-001	Break Nine: World Billiards Tournament	N/A	NTSC-J	2002-07-25	AS-001
AT-001	Touge R	N/A	NTSC-J	2002-12-12	AT-001
AT-002	Shin Megami Tensei: Nine	Japanese	NTSC-J	2002-12-05	AT-002
AT-003	Pro Fishing Challenge	N/A	NTSC-U	2004	AT-003
AT-004	Galleon	N/A	NTSC-U	2004-06-11	AT-004
AV-001	Tony Hawk's Pro Skater 2x	English	NTSC-U	2001-11-12	AV-001
AV-002	Kelly Slater's Pro Surfer	English / French / German	NTSC-U	2002	AV-002
AV-003	Street Hoops	English	NTSC-U	2002	AV-003
AV-004	Tony Hawk's Pro Skater 3	English	NTSC-U	2001-10-30	AV-004
AV-005	Blade II	English / French	NTSC-U	2002	AV-005
AV-006	Spider-Man	English	NTSC-U	2002-04-16	AV-006
AV-007	X-Men: Next Dimension	English	NTSC-U	2002	AV-007
AV-008	X2: Wolverine's Revenge	French / German / Italian	NTSC-U	2003	AV-008
AV-009	Rally Fusion: Race of Champions	English / French / German	NTSC-U	2002-11-12	AV-009
AV-010	Wreckless: The Yakuza Missions	English	NTSC-U	2002	AV-010
AV-011	Mat Hoffman's Pro BMX 2	English	NTSC-U	2002	AV-011
AV-012	Wreckless: The Yakuza Missions	German	PAL	2002	AV-012
AV-013	Wakeboarding Unleashed featuring Shaun Murray	English	NTSC-U	2003-06-03	AV-013
AV-014	True Crime: Streets of LA	English	NTSC-U	2003-11-04	AV-014
AV-015	Star Wars: Obi-Wan	English	PAL	2001-12-21	AV-015
AV-016	Return to Castle Wolfenstein: Tides of War	English	NTSC-U	2003-05-06	AV-016
AV-020	Minority Report: Le Futur vous Rattrape	German	PAL	2002-12-06	AV-020
AV-021	Star Wars: Jedi Knight II: Jedi Outcast	German	PAL	2002-11-22	AV-021
AV-023	Tony Hawk's Pro Skater 4	English	NTSC-U	2002	AV-023
AV-024	Pitfall: The Lost Expedition	English	NTSC-U	2004-02-18	AV-024
AV-025	Cabela's Dangerous Hunts	English	NTSC-U	2003-11-11	AV-025
AV-026	I Fantastici 4	Italian	PAL	2005-07-13	AV-026
AV-027	Soldier of Fortune II: Double Helix	English	NTSC-U	2002-05-21	AV-027
AV-030	X-Men Legends	English	NTSC-U	2004-09-21	AV-030
AV-031	Una Serie de Catastróficas Desdichas de Lemony Snicket	Spanish	PAL	2004-11-26	AV-031
AV-032	Doom 3	English	NTSC-U	2005-04-03	AV-032
AV-034	MTX Mototrax	English / French	NTSC-U	2004	AV-034
AV-038	Tenchu: Return from Darkness	English	NTSC-U	2004-03-09	AV-038
AV-039	Disney's Extreme Skate Adventure	French / German	NTSC-U	2003	AV-039
AV-042	Call of Duty: Finest Hour	English	NTSC-U	2004-11-16	AV-042
AV-043	Spider-Man 2	English	NTSC-U	2004-06-29	AV-043
AV-045	Tony Hawk's Underground	English	NTSC-U	2003-10-28	AV-045
AV-048	Cabela's Deer Hunt: 2004 Season	N/A	NTSC-U	2003-08-26	AV-048
AV-053	Ultimate Spider-Man	French / German / Italian / Spanish	NTSC-U	2005	AV-053
AV-054	Tenchu: Return from Darkness	English / French	PAL	2004-03-09	AV-054
AV-055	Shrek 2	English	PAL	2004-05-04	AV-055
AV-056	DreamWorks Shark Tale: Hajar som Hajar	English	PAL	2004-09-29	AV-056
AV-058	Rapala Pro Fishing	English	NTSC-U	2004	AV-058
AV-059	DreamWorks Madagascar	English	NTSC-U	2005-05-24	AV-059
AV-060	Tony Hawk's Underground 2	English / French / German	NTSC-U	2004	AV-060
AV-061	American Chopper	English	NTSC-U	2004-12-03	AV-061
AV-062	Cabela's Big Game Hunter 2005 Adventures	English	NTSC-U	2004-09-01	AV-062
AV-063	Cabela's Deer Hunt: 2005 Season	English	NTSC-U	2004-08-27	AV-063
AV-064	Bicycle Casino	English	NTSC-U	2004-10-26	AV-064
AV-065	Monster Garage	N/A	NTSC-U	2004-01-26	AV-065
AV-066	Greg Hastings' Tournament Paintball	English	NTSC-U	2004-11-16	AV-066
AV-069	True Crime: New York City	German	NTSC-U	2005-11-16	AV-069
AV-070	X-Men: The Official Game	English	NTSC-U	2006-03-19	AV-070
AV-071	X-Men Legends II: Rise of Apocalypse	English	NTSC-U	2005-09-20	AV-071
AV-072	DreamWorks Shrek: SuperSlam	English	NTSC-U	2005-10-25	AV-072
AV-073	Tony Hawk's American Wasteland	English / French / German / Italian / Spanish	NTSC-U	2005-10-18	AV-073
AV-075	Gun	English / French / Italian / Spanish	NTSC-U	2002-03-19	AV-075
AV-077	Cabela's Outdoor Adventures	English	NTSC-U	2005	AV-077
AV-078	Doom 3: Resurrection of Evil	English / French / Italian / Spanish	NTSC-U	2005-04-03	AV-078
AV-079	American Chopper 2: Full Throttle	English	NTSC-U	2005-11-08	AV-079
AV-080	SeaWorld Adventure Parks: Shamu's Deep Sea Adventures	English	NTSC-U	2005-11-01	AV-080
AV-081	Call of Duty 2: Big Red One	English	NTSC-U	2005-11-01	AV-081
AV-082	Cabela's Dangerous Hunts 2	English	NTSC-U	2005-11	AV-082
AV-084	World Series of Poker	English	NTSC-U	2005	AV-084
AV-085	TY the Tasmanian Tiger: Night of the Quinkan	English	NTSC-U	2005-10-11	AV-085
AV-087	Greg Hastings' Tournament Paintball Max'd	N/A	NTSC-U	2005-10-18	AV-087
AV-088	DreamWorks Over the Hedge	English	NTSC-U	2006-05-09	AV-088
AV-091	The Hustle: Detroit Streets	N/A	NTSC-U	2005-10-26	AV-091
AV-092	Marvel: Ultimate Alliance	English	NTSC-U	2006-10-24	AV-092
AV-093	Call of Duty 3	English	NTSC-U	2006-11-07	AV-093
AV-094	Tony Hawk's Project 8	English / French / German / Italian / Spanish	NTSC-U	2006-11-07	AV-094
AW-001	Guilty Gear Isuka	N/A	NTSC-J	2003-12-03	AW-001
AY-002	Stubbs the Zombie in Rebel Without a Pulse	English	NTSC-U	2005-10-18	AY-002
AY-004	Dreamfall: The Longest Journey	N/A	NTSC-U	2006-04-18	AY-004
BA-001	Digimon Rumble Arena 2	English / French / German / Italian / Spanish	NTSC-U	2004-07-01	BA-001
BA-002	Digimon World X	N/A	NTSC-J	2005-01-06	BA-002
BB-002	Dance:UK	N/A	PAL	2003-10-03	BB-002
BM-001	Chase: Hollywood Stunt Driver	English	NTSC-U	2002-09-24	BM-001
BM-002	Reign of Fire	English	NTSC-U	2002	BM-002
BM-003	Wallace & Gromit in Project Zoo	English	PAL	2003	BM-003
BM-006	Carmen Sandiego: The Secret of the Stolen Drums	English	NTSC-U	2004-09	BM-006
BR-001	Galaxy Angel	Japanese	NTSC-J	2003-01-23	BR-001
BS-001	The Elder Scrolls III: Morrowind	English	NTSC-U	2002-05	BS-001
BS-004	Pirates of the Caribbean	English	NTSC-U	2003-06-30	BS-004
BS-005	The Elder Scrolls III: Morrowind: Game of the Year Edition	English	NTSC-U	2003-10-31	BS-005
BS-006	IHRA Drag Racing 2004	N/A	NTSC-U	2003-12-25	BS-006
BS-007	Call of Cthulhu: Dark Corners of the Earth	English / French / German	NTSC-U	2005-10-24	BS-007
BS-009	AMF Bowling 2004	English	NTSC-U	2003-11-14	BS-009
BS-010	Malice	N/A	NTSC-U	2004-04-08	BS-010
BS-011	Powerdrome	English / French / German / Italian / Spanish	PAL	2004-10-29	BS-011
BS-012	IHRA Professional Drag Racing 2005	N/A	NTSC-U	2004-11	BS-012
BS-015	High Rollers Casino	N/A	NTSC-U	2004	BS-015
BS-017	IHRA Drag Racing: Sportsman Edition	N/A	NTSC-U	2006-06	BS-017
BS-018	Breeders' Cup: World Thoroughbred Championships	English / French / German / Spanish	NTSC-U	2005-09-29	BS-018
BS-020	AMF Xtreme Bowling	N/A	NTSC-U	2006-06-16	BS-020
BU-001	Double S.T.E.A.L. The Second Clash	Japanese	NTSC-J	2005-08-04	BU-001
BU-002	Double S.T.E.A.L. The Second Clash	Japanese	NTSC-J	2005-08-04	BU-002
BU-004	Double S.T.E.A.L. The Second Clash	English / Japanese	NTSC-J	2005-08-04	BU-004
BV-001	Tron 2.0: Killer App	English	NTSC-U	2004-11-04	BV-001
BV-002	Disneys Himmel und Huhn	German	PAL	2006-02-10	BV-002
BV-003	Le Monde de Narnia: Chapitre 1: Le Lion, la Sorcière Blanche et l'Armoire Magique	German	PAL	2006-03-31	BV-003
BV-004	Tim Burton's The Nightmare Before Christmas: Oogie's Revenge	English / French / German / Italian / Spanish	NTSC-U	2004-10-21	BV-004
BW-001	Robot Wars: Extreme Destruction	English	PAL	2002	BW-001
CC-001	Genma Onimusha	English / Japanese	NTSC-U	2002	CC-001
CC-002	Tekki	Japanese	NTSC-J	2002-09-12	CC-002
CC-003	Dino Crisis 3	English	NTSC-U	2003	CC-003
CC-004	UFC: Ultimate Fighting Championship 2: Tapout	Japanese	NTSC-J	2002	CC-004
CC-005	Group S Challenge	English	NTSC-U	2003-08-28	CC-005
CC-006	Genma Onimusha	English / Japanese	NTSC-J	2002	CC-006
CC-007	Marvel vs. Capcom 2: New Age of Heroes	Japanese	NTSC-U	2003-03-27	CC-007
CC-008	Capcom vs. SNK 2 EO: Mark of the Millennium 2001	English	NTSC-J	2003-01-16	CC-008
CC-009	Steel Battalion: Line of Contact	English / Japanese	NTSC-U	2004-02-27	CC-009
CC-010	Spider-Man	N/A	NTSC-J	2002-04-16	CC-010
CC-011	Pro Cast: Sports Fishing Game	English	NTSC-U	2003-08-26	CC-011
CC-012	Robin Hood: Defender of the Crown	English	NTSC-U	2003-02-01	CC-012
CC-013	Tekki Taisen	English / Japanese	NTSC-J	2004-02-26	CC-013
CC-014	Auto Modellista	N/A	NTSC-U	2002-08-22	CC-014
CC-015	Street Fighter Anniversary Collection	English / Japanese	NTSC-U	2005-02-22	CC-015
CC-016	Capcom Fighting Evolution	English / Japanese	NTSC-U	2005-06-14	CC-016
CC-017	Mega Man Anniversary Collection	English	NTSC-U	2005-03-15	CC-017
CC-019	Final Fight: Streetwise	English / French / German / Italian / Spanish	NTSC-U	2006-02-28	CC-019
CC-020	Without Warning	English / French / German / Italian / Spanish	NTSC-U	2005-10-27	CC-020
CC-021	Beat Down: Fists of Vengeance	English	NTSC-U	2005-08-23	CC-021
CC-022	Darkwatch	English	NTSC-U	2005	CC-022
CC-024	Capcom Classics Collection	English	NTSC-U	2005-09-27	CC-024
CC-025	Capcom Classics Collection Volume 2	English	NTSC-U	2006-11-24	CC-025
CK-001	Daisenryaku VII: Modern Military Tactics	Japanese	NTSC-J	2003-05-29	CK-001
CM-001	Colin McRae Rally 3	English / French / German / Italian / Spanish	NTSC-U	2002-10-25	CM-001
CM-002	TOCA Race Driver	Italian	PAL	2004-04-13	CM-002
CM-003	Mike Tyson Heavyweight Boxing	English / French / German / Italian / Spanish	NTSC-U	2002	CM-003
CM-004	Roger Lemerre: La Sélection des Champions 2003	French	PAL	2002-11-29	CM-004
CM-006	IndyCar Series	English / French / German / Italian / Spanish	NTSC-U	2003-06-20	CM-006
CM-008	Prisoner of War	English / French / German / Italian / Spanish	NTSC-U	2002	CM-008
CM-012	Club Football: AC Milan	English / German / Italian	PAL	2003-10-10	CM-012
CM-013	World Championship Snooker 2003	English	PAL	2003-06-20	CM-013
CM-014	V8 Supercars Australia: Race Driver	English	PAL	2003-03-28	CM-014
CM-015	Roger Lemerre: La Sélection des Champions 2004	French	PAL	2004-03-12	CM-015
CM-016	Colin McRae Rally 04	English / French / German / Italian / Spanish	NTSC-U	2003	CM-016
CM-017	V8 Supercars Australia 2	English / French / German / Italian / Spanish	PAL	2004-04-23	CM-017
CM-018	Club Football: Ajax Amsterdam	Dutch / English / French / Italian	PAL	2003-10-10	CM-018
CM-019	Club Football: Arsenal	Dutch / English / French / German	PAL	2003-10-10	CM-019
CM-020	Club Football: Aston Villa	English	PAL	2003-10-10	CM-020
CM-021	Club Football: FC Barcelona	Catalan / English / Italian / Spanish	PAL	2003-10-10	CM-021
CM-022	Club Football: FC Bayern München	English / German / Spanish	PAL	2003-10-10	CM-022
CM-023	Club Football: Borussia Dortmund	German	PAL	2003-10-10	CM-023
CM-024	Club Football: Celtic FC	English	PAL	2003-10-10	CM-024
CM-025	Club Football: Chelsea FC	English	PAL	2003-10-10	CM-025
CM-027	Club Football: FC Internazionale	English / German / Italian	PAL	2003-10-10	CM-027
CM-028	Club Football: Juventus	English / German / Italian	PAL	2003-10-10	CM-028
CM-029	Club Football: Leeds United	English	PAL	2003-10-10	CM-029
CM-030	Club Football: Liverpool FC	English	PAL	2003-10-10	CM-030
CM-031	Club Football: Liverpool FC	Dutch / English / French / German / Italian / Spanish	PAL	2003-10-10	CM-031
CM-032	Club Football: Manchester United	Dutch / English / French / German / Italian / Spanish	PAL	2003-10-10	CM-032
CM-033	Club Football: Rangers FC	English	PAL	2003-10-10	CM-033
CM-034	Club Football: Real Madrid	Dutch / English / French / German / Italian / Spanish	PAL	2003-10-10	CM-034
CM-035	Club Football: Hamburger SV	German	PAL	2003-10-10	CM-035
CM-036	IndyCar Series 2005	English / French / German / Italian / Spanish	NTSC-U	2004-06-22	CM-036
CM-040	England International Football	English	PAL	2004-04-30	CM-040
CM-041	MTV Music Generator 3: This Is the Remix	English / Spanish	NTSC-U	2004-06-22	CM-041
CM-042	World Championship Snooker 2004	English	PAL	2004-06-25	CM-042
CM-043	Colin McRae Rally 2005	English / French / German / Italian / Spanish	NTSC-U	2004-09-22	CM-043
CM-047	Club Football 2005: Manchester United	Dutch / English / French / German / Italian / Spanish	PAL	2004-10-15	CM-047
CM-048	Club Football 2005: Liverpool FC	English	PAL	2004-10-15	CM-048
CM-049	Club Football 2005: Arsenal	English / French	PAL	2004-10-15	CM-049
CM-050	Club Football 2005: Chelsea FC	English	PAL	2004-10-15	CM-050
CM-051	Club Football 2005: Aston Villa	English	PAL	2004-10-15	CM-051
CM-053	Club Football 2005: Celtic FC	English	PAL	2004-10-15	CM-053
CM-054	Club Football 2005: Rangers FC	English	PAL	2004-10-15	CM-054
CM-055	Club Football 2005: Real Madrid	English / French / German / Italian / Spanish	PAL	2004-10-15	CM-055
CM-056	Club Football 2005: FC Barcelona	N/A	PAL	2004-10-15	CM-056
CM-057	Club Football 2005: Ajax Amsterdam	Dutch / English / French / Italian	PAL	2004-10-15	CM-057
CM-058	Club Football 2005: AC Milan	English / German / Italian	PAL	2004-10-15	CM-058
CM-059	Club Football 2005: FC Internazionale	English / German / Italian	PAL	2004-10-15	CM-059
CM-060	Club Football 2005: Juventus	English / German / Italian	PAL	2004-10-15	CM-060
CM-061	Club Football 2005: Hamburger SV	German	PAL	2004-10-15	CM-061
CM-062	Club Football 2005: FC Bayern München	English / German / Spanish	PAL	2004-10-15	CM-062
CM-063	Club Football 2005: Borussia Dortmund	German	PAL	2004-10-15	CM-063
CM-064	Club Football 2005: Newcastle United	English	PAL	2004-10-15	CM-064
CM-065	Club Football 2005: Birmingham City	English	PAL	2004-10-15	CM-065
CM-066	Club Football 2005: Tottenham Hotspur	English	PAL	2004-10-15	CM-066
CM-067	Club Football 2005: Paris Saint-Germain	English / French	PAL	2004-10-15	CM-067
CM-068	Club Football 2005: Olympique de Marseille	English / French	PAL	2004-10-15	CM-068
CM-069	Club Football 2005: Liverpool FC	English / French / German	PAL	2004-10-15	CM-069
CM-070	LMA Manager 2005	English	PAL	2004-10-22	CM-070
CM-071	Second Sight	English / French / German / Italian / Spanish	NTSC-U	2004-09-03	CM-071
CM-073	Manchester United Manager 2005	English	PAL	2004-10-22	CM-073
CM-074	BDFL Manager 2005	German	PAL	2004-10-22	CM-074
CM-075	Roger Lemerre: La Sélection des Champions 2005	French	PAL	2004-10-22	CM-075
CM-076	Football Manager Campionato 2005	Italian	PAL	2004-10-22	CM-076
CM-077	Mánager de Liga 2005	Spanish	PAL	2004-10-22	CM-077
CM-078	Brian Lara International Cricket 2005	English	PAL	2005-07-21	CM-078
CM-080	V8 Supercars Australia 3	English	PAL	2006-10-13	CM-080
CM-082	Worms 4: Mayhem	English / French / German / Italian / Spanish	PAL	2005-07-29	CM-082
CM-084	LMA Manager 2006	English / French / German / Italian / Spanish	PAL	2005-11-18	CM-084
CM-087	Ricky Ponting International Cricket 2005	English	PAL	2005-07-21	CM-087
CM-090	Operation Flashpoint: Elite	English / French / German / Italian	NTSC-U	2005-10-28	CM-090
CM-091	Sensible Soccer 2006	English / French / German / Italian / Spanish	PAL	2006-06-09	CM-091
CT-001	Star Wars: Obi-Wan	Italian	PAL	2001-12-21	CT-001
CV-001	Kabuki Warriors	N/A	NTSC-U	2001-11-15	CV-001
CV-002	UFC: Ultimate Fighting Championship: Tapout	English	NTSC-U	2002-02-17	CV-002
CV-005	Mojo!	English	NTSC-U	2003	CV-005
CV-006	Intellivision Lives!	N/A	NTSC-U	2003-11-28	CV-006
CV-007	Future Tactics: The Uprising	English / French / German / Italian / Spanish	NTSC-U	2004-05-06	CV-007
CV-008	Strike Force Bowling	N/A	NTSC-U	2004-05-06	CV-008
CV-009	Trigger Man	English	NTSC-U	2004	CV-009
CV-010	Pinball Hall of Fame: The Gottlieb Collection	English	NTSC-U	2004-11-16	CV-010
CV-013	World Championship Poker	English	NTSC-U	2005-11	CV-013
CV-014	MX World Tour featuring Jamie Little	N/A	NTSC-U	2005-04-06	CV-014
CV-016	World Championship Poker 2 featuring Howard Lederer	English	NTSC-U	2005-11	CV-016
CV-017	The Bible Game	N/A	NTSC-U	2005-10-19	CV-017
DC-002	Arx Fatalis	English / French / German / Italian / Spanish	NTSC-U	2002-06-28	DC-002
DC-003	Painkiller: Hell Wars	English	NTSC-U	2006-07-25	DC-003
DC-004	Cold War	English / French / German / Italian / Spanish	NTSC-U	2005-09-27	DC-004
DC-006	Cold War	N/A	NTSC-U	2005-09-27	DC-006
DX-001	Miami Vice	English / French / German / Italian / Spanish	PAL	2004-12	DX-001
EA-001	Madden NFL 2002	English	NTSC-U	2001	EA-001
EA-002	NASCAR Thunder 2002	English	NTSC-U	2001-10	EA-002
EA-003	NBA Live 2002	English	NTSC-U	2001-10-30	EA-003
EA-004	SSX Tricky	English / French / German	NTSC-U	2001-11-06	EA-004
EA-005	NHL 2002	English / French / German	NTSC-U	2001-09-18	EA-005
EA-007	F1 2001	English	NTSC-U	2001-10-01	EA-007
EA-009	Triple Play 2002	English	NTSC-U	2002-03-12	EA-009
EA-010	Knockout Kings 2002	English / French / German	NTSC-U	2002-03-08	EA-010
EA-011	2002 FIFA World Cup	Japanese	NTSC-U	2002	EA-011
EA-013	007: Agent Under Fire	English	NTSC-U	2001	EA-013
EA-014	Harry Potter and the Chamber of Secrets	English	NTSC-U	2002-11-14	EA-014
EA-016	The Lord of the Rings: The Two Towers	English	NTSC-U	2002-10-21	EA-016
EA-017	Cel Damage	English	NTSC-U	2001-11-15	EA-017
EA-018	Buffy the Vampire Slayer	English	NTSC-U	2002	EA-018
EA-019	The Simpsons: Road Rage	English	NTSC-U	2001	EA-019
EA-020	F1 2002	English / French / German / Italian	NTSC-J	2002-03-01	EA-020
EA-021	Pirates: The Legend of Black Kat	English	NTSC-U	2002-02-19	EA-021
EA-023	FIFA Soccer 2003	English / French / German / Italian / Spanish	NTSC-U	2002-10-30	EA-023
EA-025	Madden NFL 2003	English	NTSC-U	2002	EA-025
EA-026	Medal of Honor: Frontline	English	NTSC-U	2002-05-29	EA-026
EA-027	NASCAR Thunder 2003	N/A	NTSC-U	2002-09-18	EA-027
EA-028	NBA Live 2003	English	NTSC-U	2002-10-08	EA-028
EA-029	NCAA Football 2003	English	NTSC-U	2002-07-24	EA-029
EA-030	NHL 2003	English	NTSC-U	2002-09-27	EA-030
EA-033	Tiger Woods PGA Tour 2003	English	NTSC-U	2002-10-27	EA-033
EA-034	Star Wars: Obi-Wan	Spanish	PAL	2001-12-21	EA-034
EA-038	007: Nightfire	English	NTSC-U	2002-11-19	EA-038
EA-039	NBA Street Vol. 2	English	NTSC-U	2003-04-29	EA-039
EA-040	Need for Speed: Hot Pursuit 2	English	NTSC-U	2002	EA-040
EA-041	TY the Tasmanian Tiger	English	NTSC-U	2002-10-08	EA-041
EA-042	Freedom Fighters	Spanish	PAL	2003-09	EA-042
EA-044	Dead to Rights	English / French / German / Italian / Spanish	PAL	2002-08-20	EA-044
EA-045	MVP Baseball 2003	English	NTSC-U	2003-03-11	EA-045
EA-046	Freedom Fighters	English	NTSC-U	2003-09	EA-046
EA-047	The Sims	English / French / German / Italian / Spanish	NTSC-U	2003	EA-047
EA-048	NHL 2004	English	NTSC-U	2003-09	EA-048
EA-049	NASCAR Thunder 2004	English / German	NTSC-U	2003-09-16	EA-049
EA-050	F1 Career Challenge	English / French / German / Italian	PAL	2003-06-24	EA-050
EA-053	NCAA Football 2004	N/A	NTSC-U	2003-07-16	EA-053
EA-054	Madden NFL 2004	English	NTSC-U	2003-08-12	EA-054
EA-055	Harry Potter and the Sorcerer's Stone	English / Spanish	NTSC-U	2003	EA-055
EA-056	NBA Live 2004	English	NTSC-U	2003	EA-056
EA-057	Bionicle	Danish / English / French / German / Italian / Spanish	NTSC-U	2003-09-01	EA-057
EA-058	Tiger Woods PGA Tour 2004	English	NTSC-U	2003	EA-058
EA-059	FIFA Soccer 2004	Spanish	NTSC-U	2003	EA-059
EA-060	SSX 3	English / French / German / Spanish	NTSC-U	2003-10-21	EA-060
EA-061	Harry Potter: Quidditch World Cup	English / French / Spanish	NTSC-U	2003-10	EA-061
EA-062	Il Signore degli Anelli: Il ritorno del Re	Italian	PAL	2003-11-14	EA-062
EA-063	Medal of Honor: Soleil Levant	French	PAL	2003-11-28	EA-063
EA-065	Total Club Manager 2004	English / German	PAL	2003-11-21	EA-065
EA-066	007: Everything or Nothing	English	NTSC-U	2004	EA-066
EA-067	The Sims: Bustin' Out	English	NTSC-U	2003-12	EA-067
EA-068	NCAA March Madness 2004	N/A	NTSC-U	2003-11	EA-068
EA-069	MVP Baseball 2004	English	NTSC-U	2004-03-09	EA-069
EA-071	Need for Speed: Underground	English	NTSC-U	2003-11-17	EA-071
EA-072	NFL Street	English	NTSC-U	2004-01-13	EA-072
EA-073	Def Jam: Fight for NY	English / French	NTSC-U	2004	EA-073
EA-074	UEFA Euro 2004: Portugal	Spanish	NTSC-U	2004-05-07	EA-074
EA-075	Fight Night 2004	English	NTSC-U	2004-04-05	EA-075
EA-076	Harry Potter and the Prisoner of Azkaban	English	NTSC-U	2004-06-02	EA-076
EA-077	Madden NFL 2005	English	NTSC-U	2004-08-09	EA-077
EA-078	FIFA Soccer 2005	Spanish	NTSC-U	2004	EA-078
EA-079	NHL 2005	English	NTSC-U	2004-09-14	EA-079
EA-080	NBA Live 2005	English	NTSC-U	2004-09-28	EA-080
EA-081	NCAA Football 2005	English	NTSC-U	2004-07-15	EA-081
EA-082	NCAA March Madness 2005	English	NTSC-U	2004-11-17	EA-082
EA-083	NASCAR 2005: Chase for the Cup	English	NTSC-U	2004-08-31	EA-083
EA-084	Tiger Woods PGA Tour 2005	English / French / German	NTSC-U	2004-09-20	EA-084
EA-085	Fight Night Round 2	English / French / German	NTSC-U	2005-02-28	EA-085
EA-086	MVP Baseball 2005	English	NTSC-U	2005-03-01	EA-086
EA-087	NFL Street 2	English	NTSC-U	2004-12-22	EA-087
EA-088	NBA Street V3	English / French / German	NTSC-U	2005-02-08	EA-088
EA-090	Need for Speed: Underground 2	English	NTSC-U	2004-11-15	EA-090
EA-091	Burnout 3: Takedown	English	NTSC-U	2004-09-08	EA-091
EA-092	Catwoman	English	NTSC-U	2004	EA-092
EA-093	GoldenEye: Rogue Agent	English	NTSC-U	2004	EA-093
EA-094	Medal of Honor: Les Faucons de Guerre	English	PAL	2005-06-17	EA-094
EA-095	Il Signore degli Anelli: La Terza Era	Italian	PAL	2004-11-05	EA-095
EA-096	The Urbz: Sims in the City	Dutch / English / French / German / Italian / Spanish / Swedish	NTSC-U	2004-11-09	EA-096
EA-097	Rugby 2005	English	NTSC-U	2005-03-10	EA-097
EA-098	Battlefield 2: Modern Combat	English	NTSC-U	2005	EA-098
EA-099	TY the Tasmanian Tiger 2: Bush Rescue	English	NTSC-U	2004-11-05	EA-099
EA-101	Total Club Manager 2005	English / French / German	PAL	2004-10-21	EA-101
EA-102	TimeSplitters: Future Perfect	English	NTSC-U	2005-03-21	EA-102
EA-103	Def Jam: Fight for NY	N/A	NTSC-U	2004	EA-103
EA-106	FIFA Football 2005	N/A	PAL	2004-10-08	EA-106
EA-109	Oddworld: Strangers Vergeltung	German	PAL	2005-03-04	EA-109
EA-111	Need for Speed: Underground 2	Dutch / English / French / German / Italian / Swedish	PAL	2004-11-15	EA-111
EA-112	UEFA Champions League 2004-2005	Dutch / English	PAL	2005	EA-112
EA-113	Need for Speed: Underground 2	English	NTSC-J	2004-11-15	EA-113
EA-114	FIFA Street	English / French / German	NTSC-U	2005-02-02	EA-114
EA-116	Cricket 2005	English	PAL	2005-07-21	EA-116
EA-117	Madden NFL 06	English	NTSC-U	2005-08-09	EA-117
EA-118	Burnout Revenge	English	NTSC-U	2005-09-13	EA-118
EA-119	Harry Potter and the Goblet of Fire	English	NTSC-U	2005-11-08	EA-119
EA-120	FIFA Soccer 06	Spanish	NTSC-U	2005	EA-120
EA-121	007: From Russia with Love	English	NTSC-U	2005	EA-121
