発売日,メーカー,タイトル,⭐クロスレビュー(評価),価格帯,ジャンル,シリーズ,ID,売り上げ本数(万本),ジャンル(詳細),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー
2013-11-07,テイクツー・インタラクティブ・ジャパン,NBA 2K14,34,-,SPT,NBA,0,0,バスケットボール,,,,,,,
2013-11-07,ディースリー・パブリッシャー,お姉チャンバラZ〜カグラ〜 With NoNoNo!,32,-,ACT,-,0,0,バイオレンス剣戟アクション,,,,,,,
2013-11-07,エレクトロニック・アーツ,バトルフィールド4,34,-,FPS,バトルフィールド,0,0,FPS,,,,,,,
2013-11-07,ソニー・コンピュータエンタテインメント,ブックオブスペルズ,31,-,ADV,-,0,0,アドベンチャー,,,,,,,
2013-11-07,ユービーアイソフト,ロックスミス2014,36,-,ETC,ロックスミス,otr/38,0,リアルギターゲーム,,,,,,,
2013-11-14,スクウェア・エニックス,コール オブ デューティ ゴースト字幕版,37,-,FPS,-,sho/126,0,ミリタリーFPS,,,,,,,
2013-11-14,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2014,37,-,SPT,ワールドサッカー ウイニングイレブン,14972_s,0,サッカー,,,,,,,
2013-11-20,カプコン,モンスターハンター フロンティアG,-,-,-,-,act/120,0,-,,,,,,,
2013-11-21,スクウェア・エニックス,ライトニング リターンズ ファイナルファンタジーXIII,37,-,RPG,-,14936_s,42,RPG,,,,,,,
2013-11-21,ガスト,新・ロロナのアトリエ はじまりの物語 〜アーランドの錬金術士〜,34,-,RPG,-,0,0,新約錬金術RPG,,,,,,,
2013-11-21,5pb.,花咲くまにまに,30,-,ADV,-,0,0,女性向け恋愛アドベンチャー,,,,,,,
2013-11-28,ユービーアイソフト,アサシン クリード IV ブラック フラッグ,37,-,ACT,アサシン クリード,act/122,0,アクション,,,,,,,
2013-11-28,バンダイナムコゲームス,スーパーロボット大戦OG INFINITE BATTLE,30,-,ACT,スーパーロボット大戦OG,cbt/43,0,ロボット対戦アクション,,,,,,,
2013-11-28,けろ枕,向日葵の教会と長い夏休み -extra vacation-,-,-,-,-,0,0,-,,,,,,,
2013-11-28,コーエーテクモゲームス,真・三國無双7猛将伝,36,-,ACT,真・三國無双,act/121,0,タクティカルアクション,,,,,,,
2013-12-03,コーエーテクモゲームス,大航海時代 Online 〜Grand Atlas〜,-,-,-,-,0,0,-,,,,,,,
2013-12-05,サイバーフロント,ウォーキング・デッド,37,-,ADV,-,aad/67,0,シネマティックホラーADV,,,,,,,
2013-12-05,ソニー・コンピュータエンタテインメント,グランツーリスモ6,36,-,SLG,グランツーリスモ,14935_s,37,オンラインカーライフシミュレーター,,,,,,,
2013-12-05,ワーナー エンターテイメント ジャパン,バットマン アーカム・ビギンズ,36,-,ACT,-,0,0,アクション,,,,,,,
2013-12-05,コナミデジタルエンタテインメント,メタルギア ライジング リベンジェンス SPECIAL EDITION,39,-,ACT,-,act/106,0,ライトニングボルトアクション,,,,,,,
2013-12-05,5pb.,解放少女 SIN,31,-,ADV,-,0,0,すべてを解放するアドベンチャー,,,,,,,
2013-12-12,ベセスダ・ソフトワークス,Dishonored Game of the Year Edition,35,-,ACT,-,0,0,アクション,,,,,,,
2013-12-12,スクウェア・エニックス,コール オブ デューティ ゴースト吹き替え版,-,-,-,-,sho/126,0,-,,,,,,,
2013-12-12,エレクトロニック・アーツ,ニード・フォー・スピード ライバルズ,35,-,RCG,-,0,0,レース,,,,,,,
2013-12-12,コーエーテクモゲームス,信長の野望・創造,36,-,SLG,-,0,0,歴史シミュレーション,,,,,,,
2013-12-12,シルバースタージャパン,銀星囲碁2 ネクストジェネレーション,-,-,-,銀星囲碁,0,0,-,,,,,,,
2013-12-19,スクウェア・エニックス,ドラッグ オン ドラグーン3,34,-,ARPG,ドラッグ オン ドラグーン,rpg/101,0,アクションRPG,,,,,,,
2013-12-19,ハムスター,バンドフューズ ロックレジェンド,-,-,-,-,0,0,-,,,,,,,
2013-12-19,バンダイナムコゲームス,真・ガンダム無双,36,-,ACT,-,act/124,0,タクティカルアクション,,,,,,,
2013-12-26,5pb.,‘&’ - 空の向こうで咲きますように -,-,-,-,-,0,0,-,,,,,,,
2013-12-26,スクウェア・エニックス,ファイナルファンタジーX/X-2 HDリマスター,-,-,-,ファイナルファンタジーX/X-,rpg/102,0,-,,,,,,,
2014-01-16,テイクツー・インタラクティブ・ジャパン,Borderlands 2 Game of the Year Edition,-,-,-,Borderlands,0,0,-,,,,,,,
2014-01-16,バンダイナムコゲームス,SHORT PEACE 月極蘭子のいちばん長い日,-,-,-,-,act/125,0,-,,,,,,,
2014-01-23,スパイク・チュンソフト,Saints Row IV ウルトラ・スーパー・アルティメット・デラックス・エディション,-,-,-,Saints Row,0,0,-,,,,,,,
2014-01-23,バンダイナムコゲームス,ドラゴンボールZ BATTLE OF Z,32,-,ACT,-,cbt/44,0,チーム乱戦アクション,,,,,,,
2014-01-23,カプコン,戦国BASARA4,35,-,ACT,戦国BASARA,act/152,0,スタイリッシュ英雄アクション,,,,,,,
2014-01-30,スクウェア・エニックス,ディアブロ3,38,-,ARPG,ディアブロ,rpg/105,0,アクションRPG,,,,,,,
2014-01-30,5pb.,ローゼンメイデン ヴェヘゼルン ジー ヴェルト アップ,-,-,-,-,0,0,-,,,,,,,
2014-01-30,バンダイナムコゲームス,機動戦士ガンダム エクストリームバーサス フルブースト,-,-,-,-,14964_s,37,-,,,,,,,
2014-02-06,セガ,ぷよぷよテトリス,35,-,ACT,-,otr/41,0,アクションパズル,,,,,,,
2014-02-06,システムソフトウェア,大戦略パーフェクト〜戦場の覇者〜,-,-,-,-,0,0,-,,,,,,,
2014-02-06,バンダイナムコゲームス,超ヒロイン戦記,-,-,-,-,0,0,-,,,,,,,
2014-02-20,イエティ,真・恋姫†夢想〜乙女対戦☆三国志演義〜,-,-,-,-,0,0,-,,,,,,,
2014-02-22,カプコン,ストライダー飛竜,34,-,ACT,-,act/128,0,ハイスピード探索アクション,,,,,,,
2014-02-22,セガ,龍が如く 維新!,38,-,AADV,-,aad/68,0,アクションアドベンチャー,,,,,,,
2014-02-27,5pb.,IS 〈インフィニット・ストラトス〉2 イグニッション・ハーツ,-,-,-,IS 〈インフィニット・ストラトス〉,0,0,-,,,,,,,
2014-02-27,コーエーテクモゲームス,影牢 〜ダークサイド・プリンセス〜,34,-,ETC,-,act/129,0,トラップ悪ション,,,,,,,
2014-02-27,システムソフト・アルファー,戦極姫4 〜争覇百計、花守る誓い〜,-,-,-,戦極姫,0,0,-,,,,,,,
2014-02-27,バンダイナムコゲームス,魁!!男塾 〜日本よ、これが男である!〜,30,-,ACT,-,act/130,0,スパルタ塾生活アクション,,,,,,,
2014-03-06,ガスト,アルノサージュ〜生まれいずる星へ祈る詩〜,32,-,RPG,-,0,0,7次元RPG,,,,,,,
2014-03-13,フロム・ソフトウェア,DARK SOULS II,37,-,ARPG,DARK SOULS,rpg/103,0,アクションRPG,,,,,,,
2014-03-19,バンダイナムコゲームス,ジェイスターズ ビクトリーバーサス,-,-,-,-,0,0,-,,,,,,,
2014-03-20,コナミデジタルエンタテインメント,プロ野球スピリッツ2014,37,-,SPT,プロ野球スピリッツ,spo/97,0,プロ野球,,,,,,,
2014-03-20,コナミデジタルエンタテインメント,メタルギアソリッドV グラウンド・ゼロズ,38,-,ACT,-,0,0,諜報潜入アクション,,,,,,,
2014-03-20,角川ゲームス,モット！ソニコミ,30,-,ETC,-,0,0,恋愛コミュニケーション,,,,,,,
2014-03-20,コーエーテクモゲームス,戦国無双4,34,-,ACT,戦国無双,act/133,0,タクティカルアクション,,,,,,,
2014-03-27,コーエーテクモゲームス,YAIBA: NINJA GAIDEN Z,36,-,ACT,-,0,0,スラッシュアクション,,,,,,,
2014-03-27,コーエーテクモゲームス,ウイニングポスト8,35,-,SLG,ウイニングポスト,0,0,競馬シミュレーション,,,,,,,
2014-03-27,スクウェア・エニックス,トゥームレイダー Game of the Year Edition,38,-,ACT,-,aad/59,0,サバイバルアクション,,,,,,,
2014-03-27,セガ,初音ミク -Project DIVA- F 2nd,36,-,音,初音ミク -Project DIVA- F,otr/42,0,リズムアクション,,,,,,,
2014-04-03,角川ゲームス,NAtURAL DOCtRINE,31,-,SRPG,-,0,0,シミュレーションRPG,,,,,,,
2014-04-10,ディースリー・パブリッシャー,ドリームクラブGogo.,31,-,SLG,-,slg/50,0,ピュアな大人の恋愛シミュレーション,,,,,,,
2014-04-10,5pb.,俺たちに翼はない,-,-,-,-,0,0,-,,,,,,,
2014-04-10,バンダイナムコゲームス,第3次スーパーロボット大戦Z 時獄篇,34,-,SRPG,-,rpg/108,0,シミュレーションRPG,,,,,,,
2014-04-10,アークシステムワークス,魔都紅色幽撃隊,31,-,ETC,-,adv/56,0,学園ジュヴナイル伝奇,,,,,,,
2014-04-24,エレクトロニック・アーツ,2014 FIFA World Cup Brazil,-,-,-,-,0,0,-,,,,,,,
2014-04-24,日本一ソフトウェア,ハーレム天国だと思ったらヤンデレ地獄だった。,-,-,-,-,0,0,-,,,,,,,
2014-04-24,5pb.,マブラヴ フォトンフラワーズ,-,-,-,-,0,0,-,,,,,,,
2014-05-15,バンダイナムコゲームス,アイドルマスター ワンフォーオール,33,-,ETC,-,slg/51,0,アイドルプロデュース,,,,,,,
2014-05-15,セガ,ソニック&オールスターレーシング トランスフォームド,-,-,-,-,0,0,-,,,,,,,
2014-05-22,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン2014 蒼き侍の挑戦,33,-,SPT,ワールドサッカー ウイニングイレブン,spo/98,0,サッカー,,,,,,,
2014-05-29,アークシステムワークス,アルカナハート3 ラブマックス!!!!!,-,-,-,アルカナハート,0,0,-,,,,,,,
2014-05-29,バンダイナムコゲームス,機動戦士ガンダム サイドストーリーズ,-,-,-,-,act/134,0,-,,,,,,,
2014-06-05,ベセスダ・ソフトワークス,ウルフェンシュタイン：ザ ニューオーダー,32,-,ASHT,-,0,0,アクションシューティング,,,,,,,
2014-06-12,バンダイナムコゲームス,ONE PIECE アンリミテッドワールド レッド,-,-,-,-,0,0,-,,,,,,,
2014-06-12,スクウェア・エニックス,Thief,30,-,ACT,-,aad/71,0,ステルスアクション,,,,,,,
2014-06-12,ソニー・コンピュータエンタテインメント,ラチェット&クランク 銀河★最強トライスターパック,30,-,ACT,-,act/79,0,アクション,,,,,,,
2014-06-19,バンダイナムコゲームス,CV 〜キャスティングボイス〜,-,-,-,-,0,0,-,,,,,,,
2014-06-26,5pb.,CROSS†CHANNEL 〜For all people〜,30,-,ADV,-,0,0,学園青春アドベンチャー,,,,,,,
2014-06-26,コードマスターズ,F1 2013 Complete Edition,-,-,-,-,0,0,-,,,,,,,
2014-06-26,ユービーアイソフト,ウォッチドッグス,36,-,AADV,-,0,0,アクションアドベンチャー,,,,,,,
2014-06-26,コンパイルハート,デート・ア・ライブ 或守インストール,30,-,ADV,-,adv/60,0,精霊攻略アドベンチャー,,,,,,,
2014-06-26,バンダイナムコゲームス,仮面ライダー バトライド・ウォーII,31,-,ACT,-,act/135,0,バイク＆ヒーローアクション,,,,,,,
2014-07-10,マイコミ,最強将棋 激指13,-,-,-,最強将棋 激指,0,0,-,,,,,,,
2014-07-17,スクウェア・エニックス,MURDERED 魂の呼ぶ声,30,-,AADV,-,0,0,アクションアドベンチャー,,,,,,,
2014-07-17,ガスト,シャリーのアトリエ 〜黄昏の海の錬金術士〜,33,-,RPG,-,rpg/110,0,RPG,,,,,,,
2014-07-24,アークシステムワークス,UNDER NIGHT IN-BIRTH Exe：Late,-,-,-,UNDER NIGHT,0,0,-,,,,,,,
2014-07-24,スクウェア・エニックス,WRC 4 FIA ワールドラリーチャンピオンシップ,31,-,RCG,WRC,0,0,レース,,,,,,,
2014-07-24,カプコン,戦国BASARA4 スペシャルパッケージ,35,-,ACT,戦国BASARA,act/152,0,スタイリッシュ英雄アクション,,,,,,,
2014-08-07,カプコン,ウルトラストリートファイターIV,36,-,FTG,-,cbt/51,0,対戦格闘,,,,,,,
2014-08-07,フリュー,ロストディメンション,32,-,RPG,-,rpg/111,0,RPG,,,,,,,
2014-08-07,日本一ソフトウェア,真 流行り神,31,-,ADV,-,adv/61,0,ホラーアドベンチャー,,,,,,,
2014-08-21,スクウェア・エニックス,ディアブロ3 リーパー オブ ソウルズ アルティメット イービル エディション,-,-,-,ディアブロ,0,0,-,,,,,,,
2014-08-28,コードマスターズ,GRID Autosport,32,-,RCG,-,0,0,レース,,,,,,,
2014-08-28,モス,カラドリウス ブレイズ,-,-,-,-,0,0,-,,,,,,,
2014-08-28,バンダイナムコゲームス,スーパーロボット大戦OGサーガ 魔装機神F COFFIN OF THE END,30,-,SRPG,-,0,0,シミュレーションRPG,,,,,,,
2014-08-28,スパイク・チュンソフト,セイクリッド3,-,-,-,セイクリッド,0,0,-,,,,,,,
2014-08-28,スクウェア・エニックス,トランスフォーマー ライズ オブ ザ ダーク スパーク,-,-,-,-,0,0,-,,,,,,,
2014-08-28,カプコン,ドラゴンズドグマ: ダークアリズン スペシャルパッケージ,34,-,ACT,-,rpg/83,0,オープンワールドアクション,,,,,,,
2014-08-28,アトラス,ペルソナ4 ジ・アルティマックス ウルトラスープレックスホールド,35,-,FTG,ペルソナ,cbt/52,0,2D対戦格闘,,,,,,,
2014-08-28,5pb.,マブラヴ フォトンメロディーズ,-,-,-,-,0,0,-,,,,,,,
2014-09-04,スクウェア・エニックス,アメイジング・スパイダーマン2,31,-,AADV,アメイジング・スパイダーマン,0,0,アクションアドベンチャー,,,,,,,
2014-09-04,エレクトロニック・アーツ,プラントVS.ゾンビ ガーデンウォーフェア,33,-,TPS,-,0,0,サードパーソンアクション,,,,,,,
2014-09-04,コナミデジタルエンタテインメント,悪魔城ドラキュラ Lords of Shadow 2,-,-,-,悪魔城ドラキュラ Lords of Shadow,0,0,-,,,,,,,
2014-09-11,ソニー・コンピュータエンタテインメント,Destiny,35,-,ASHT,-,sho/131,0,アクションシューティング,,,,,,,
2014-09-11,バンダイナムコゲームス,NARUTO -ナルト- 疾風伝 ナルティメットストームレボリューション,35,-,ACT,-,cbt/53,0,忍道対戦アクション,,,,,,,
2014-09-25,日本一ソフトウェア,神様と運命覚醒のクロステーゼ,-,-,-,-,rpg/115,0,-,,,,,,,
2014-09-25,日本ファルコム,英雄伝説 閃の軌跡II,-,-,-,-,rpg/116,0,-,,,,,,,
2014-10-02,コードマスターズ,F1 2014,-,-,-,-,0,0,-,,,,,,,
2014-10-02,スクウェア・エニックス,キングダム ハーツ HD 2.5 リミックス,-,-,-,キングダム ハーツ HD,rpg/117,0,-,,,,,,,
2014-10-09,エレクトロニック・アーツ,FIFA 15,36,-,SPT,FIFA,0,0,サッカー,,,,,,,
2014-10-23,ベセスダ・ソフトワークス,PSYCHOBREAK,35,-,ETC,-,aad/78,0,サバイバルホラー,,,,,,,
2014-10-23,バンダイナムコゲームス,スーパーヒーロージェネレーション,31,-,SRPG,-,0,0,シミュレーションRPG,,,,,,,
2014-10-23,コナミデジタルエンタテインメント,実況パワフルプロ野球2014,-,-,-,実況パワフルプロ野球,spo/101,0,-,,,,,,,
2014-10-30,テイクツー・インタラクティブ・ジャパン,BORDERLANDS PRE-SEQUEL!,-,-,-,-,0,0,-,,,,,,,
2014-11-06,ワーナー エンターテイメント ジャパン,レゴ ムービー ザ・ゲーム,-,-,-,-,0,0,-,,,,,,,
2014-11-13,スクウェア・エニックス,コール オブ デューティ アドバンスド・ウォーフェア（字幕版）,38,-,FPS,-,0,0,FPS,,,,,,,
2014-11-13,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2015,37,-,SPT,ワールドサッカー ウイニングイレブン,spo/102,0,サッカー,,,,,,,
2014-11-13,セガ,電撃文庫 FIGHTING CLIMAX,33,-,FTG,-,cbt/63,0,2D対戦格闘,,,,,,,
2014-11-20,コーエーテクモゲームス,真・三國無双7 Empires,33,-,ACT,真・三國無双,act/138,0,タクティカルアクション＋SLG,,,,,,,
2014-11-27,テイクツー・インタラクティブ・ジャパン,NBA 2K15,34,-,SPT,NBA,0,0,バスケットボール,,,,,,,
2014-11-27,エレクトロニック・アーツ,ドラゴンエイジ:インクイジション,36,-,ARPG,-,rpg/120,0,アクションRPG,,,,,,,
2014-11-27,カプコン,バイオハザード HDリマスター,-,-,-,-,aad/80,0,-,,,,,,,
2014-12-04,アークシステムワークス,GUILTY GEAR Xrd -SIGN-,-,-,-,GUILTY GEAR,0,0,-,,,,,,,
2014-12-04,スクウェア・エニックス,コール オブ デューティ アドバンスド・ウォーフェア（吹き替え版）,38,-,FPS,-,0,0,FPS,,,,,,,
2014-12-04,ソニー・コンピュータエンタテインメント,リトルビッグプラネット3,36,-,ACT,リトルビッグプラネット,act/140,0,アクション,,,,,,,
2014-12-04,バンダイナムコゲームス,仮面ライダー サモンライド!,-,-,-,-,0,0,-,,,,,,,
2014-12-11,バンダイナムコゲームス,はじめの一歩,32,-,SPT,-,0,0,ドラマチックボクシングACT,,,,,,,
2014-12-11,ユービーアイソフト,アサシン クリード ローグ,34,-,ACT,-,act/142,0,アクション,,,,,,,
2014-12-11,セガ,シャイニング・レゾナンス,33,-,RPG,-,rpg/121,0,竜と奏でるRPG,,,,,,,
2014-12-11,コーエーテクモゲームス,信長の野望・創造 with パワーアップキット,37,-,SLG,-,slg/52,0,歴史シミュレーション,,,,,,,
2014-12-17,コーエーテクモゲームス,信長の野望Online 〜覚醒の章〜,-,-,-,-,0,0,-,,,,,,,
2014-12-18,バンダイナムコゲームス,ガンダムブレイカー2,33,-,ACT,ガンダムブレイカー,act/143,0,創壊共闘アクション,,,,,,,
2014-12-18,バンダイナムコゲームス,ゴジラ-GODZILLA-,-,-,ACT,-,act/144,0,ACT,,,,,,,
2015-01-15,テイクツー・インタラクティブ・ジャパン,バイオショック インフィニット コンプリートエディション,37,-,FPS,-,0,0,FPS,,,,,,,
2015-01-22,ワーナー エンターテイメント ジャパン,LEGO マーベル スーパー・ヒーローズ ザ・ゲーム,33,-,AADV,-,aad/81,0,アクションアドベンチャー,,,,,,,
2015-01-22,バンダイナムコゲームス,テイルズ オブ ゼスティリア,36,-,RPG,-,14942_s,36,情熱が世界を照らすRPG,,,,,,,
2015-01-29,コーエーテクモゲームス,BLADESTORM 百年戦争&ナイトメア,-,-,-,-,0,0,-,,,,,,,
2015-01-29,ユービーアイソフト,ファークライ4,36,-,ADV,ファークライ,sho/133,0,ファーストパーソンAVG,,,,,,,
2015-01-29,スパイク・チュンソフト,憂世ノ志士,-,-,-,-,aad/82,0,-,,,,,,,
2015-02-05,フロム・ソフトウェア,DARK SOULS II SCHOLAR OF THE FIRST SIN,-,-,-,DARK SOULS,rpg/125,0,-,,,,,,,
2015-02-05,バンダイナムコゲームス,ドラゴンボール ゼノバース,30,-,ACT,-,cbt/56,0,対戦アクション,,,,,,,
2015-02-11,プロトタイプ,Rewrite,-,-,-,-,adv/64,0,-,,,,,,,
2015-02-11,コーエーテクモゲームス,戦国無双4-II,36,-,ACT,戦国無双,act/146,0,タクティカルアクション,,,,,,,
2015-02-19,コーエーテクモゲームス,デッド オア アライブ5 ラストラウンド,-,-,-,デッド オア アライブ,0,0,-,,,,,,,
2015-02-26,スクウェア・エニックス,ドラゴンクエストヒーローズ 闇竜と世界樹の城,35,-,ARPG,-,14948_s,44,アクションRPG,,,,,,,
2015-03-05,ワーナー エンターテイメント ジャパン,シャドウ・オブ・モルドール,-,-,-,-,rpg/123,0,-,,,,,,,
2015-03-05,アークシステムワークス,ダウンタウン熱血行進曲 それゆけ大運動会〜オールスタースペシャル〜,-,-,-,-,0,0,-,,,,,,,
2015-03-12,加賀クリエイト,ひぐらしのなく頃に 粋,-,-,-,-,adv/65,0,-,,,,,,,
2015-03-12,コーエーテクモゲームス,ウイニングポスト8 2015,34,-,SLG,ウイニングポスト,slg/53,0,競馬シミュレーション,,,,,,,
2015-03-12,セガ,龍が如く0 誓いの場所,36,-,AADV,龍が如く,aad/84,0,アクションアドベンチャー,,,,,,,
2015-03-19,カプコン,バイオハザード リベレーションズ2,36,-,ETC,バイオハザード リベレーションズ,aad/83,0,サバイバルホラー,,,,,,,
2015-03-19,エレクトロニック・アーツ,バトルフィールド ハードライン,34,-,FPS,-,sho/134,0,FPS,,,,,,,
2015-03-26,バンダイナムコゲームス,ソードアート・オンライン -ロスト・ソング-,32,-,ARPG,-,rpg/127,0,アクションRPG,,,,,,,
2015-03-26,コナミデジタルエンタテインメント,プロ野球スピリッツ2015,36,-,SPT,プロ野球スピリッツ,spo/106,0,プロ野球,,,,,,,
2015-03-26,バンダイナムコゲームス,ワンピース 海賊無双3,36,-,ACT,ワンピース 海賊無双,act/147,0,無双アクション,,,,,,,
2015-03-26,システムソフト・アルファー,大戦略 大東亜興亡史3 第二次世界大戦勃発! 枢軸軍対連合軍 全世界戦,-,-,-,大戦略 大東亜興亡史,0,0,-,,,,,,,
2015-03-26,コーエーテクモゲームス,影牢 〜もう1人のプリンセス〜,33,-,ETC,影牢 〜もう,act/148,0,トラップ悪ション,,,,,,,
2015-03-26,システムソフト・アルファー,戦極姫5〜戦禍断つ覇王の系譜〜,-,-,-,戦極姫,0,0,-,,,,,,,
2015-04-02,ワーナー エンターテイメント ジャパン,LEGO バットマン3 ザ・ゲーム ゴッサムから宇宙へ,32,-,AADV,LEGO バットマン,aad/85,0,アクションアドベンチャー,,,,,,,
2015-04-02,バンダイナムコエンターテインメント,第3次スーパーロボット大戦Z 天獄篇,32,-,SRPG,-,rpg/128,0,シミュレーションRPG,,,,,,,
2015-04-09,アークシステムワークス,XBLAZE LOST:MEMORIES,-,-,-,-,0,0,-,,,,,,,
2015-04-16,スパイク・チュンソフト,Saints Row IV 超完全版,-,-,-,Saints Row,0,0,-,,,,,,,
2015-04-23,アークシステムワークス,BLAZBLUE CHRONOPHANTASMA EXTEND,-,-,-,-,0,0,-,,,,,,,
2015-04-23,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.1,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,otr/46,0,-,,,,,,,
2015-06-04,ディースリー・パブリッシャー,夏色ハイスクル★青春白書,30,-,ADV,-,adv/67,0,オープンワールド学園恋愛アドベンチャー,,,,,,,
2015-06-23,スクウェア・エニックス,ファイナルファンタジーXIV: 蒼天のイシュガルド,-,-,-,-,0,0,-,,,,,,,
2015-06-25,5pb.,CHAOS;CHILD,-,-,-,-,adv/68,0,-,,,,,,,
2015-06-25,インターグロー,RIDE,-,-,-,-,rac/52,0,-,,,,,,,
2015-06-25,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.2,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,0,0,-,,,,,,,
2015-07-02,アクワイア,絶対迎撃ウォーズ,31,-,ACT,-,slg/56,0,都市防衛アクション,,,,,,,
2015-07-23,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.3,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,0,0,-,,,,,,,
2015-07-23,カプコン,戦国BASARA4 皇,34,-,ACT,戦国BASARA,act/152,0,スタイリッシュ英雄アクション,,,,,,,
2015-07-30,システムソフト・アルファー,大戦略エクシード2,-,-,-,大戦略エクシード,slg/57,0,-,,,,,,,
2015-08-27,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.4,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,otr/49,0,-,,,,,,,
2015-08-27,カプコン,ドラゴンズドグマ オンライン リミテッドエディション,-,-,-,-,0,0,-,,,,,,,
2015-09-02,コナミデジタルエンタテインメント,メタルギアソリッドV ファントムペイン,40,-,ACT,-,aad/87,0,諜報潜入アクション,,,,,,,
2015-09-03,5pb.,IS 〈インフィニット・ストラトス〉2 ラブ アンド パージ,-,-,-,IS 〈インフィニット・ストラトス〉,adv/69,0,-,,,,,,,
2015-09-17,ソニー・コンピュータエンタテインメント,DESTINY 降り立ちし邪神,-,-,-,-,0,0,-,,,,,,,
2015-09-17,コーエーテクモゲームス,戦国無双4 Empires,33,-,ACT,戦国無双,0,0,タクティカルアクション,,,,,,,
2015-09-24,アクアプラス,うたわれるもの 偽りの仮面,32,-,ADV,-,rpg/132,0,AVG＋S・RPG,,,,,,,
2015-09-25,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.5,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,0,0,-,,,,,,,
2015-09-25,バンダイナムコエンターテインメント,聖闘士星矢 ソルジャーズ・ソウル,30,-,ACT,-,cbt/59,0,シネマティック小宇宙アクション,,,,,,,
2015-10-01,インターグロー,MotoGP 2015,-,-,-,MotoGP,0,0,-,,,,,,,
2015-10-01,コーエーテクモゲームス,よるのないくに,32,-,RPG,-,rpg/130,0,美少女従魔RPG,,,,,,,
2015-10-01,コーエーテクモゲームス,アルスラーン戦記×無双,32,-,ACT,-,act/154,0,アクション,,,,,,,
2015-10-01,コナミデジタルエンタテインメント,ウイニングイレブン 2016,35,-,SPT,ウイニングイレブン,spo/107,0,サッカー,,,,,,,
2015-10-08,エレクトロニック・アーツ,FIFA 16,35,-,SPT,FIFA,0,0,サッカー,,,,,,,
2015-10-29,テイクツー・インタラクティブ・ジャパン,NBA 2K16,37,-,SPT,NBA,spo/109,0,バスケットボール,,,,,,,
2015-11-05,ワーナー エンターテイメント ジャパン,LEGO ジュラシック・ワールド,34,-,AADV,-,0,0,アクションアドベンチャー,,,,,,,
2015-11-06,ソニー・コンピュータエンタテインメント,コール オブ デューティ ブラックオプス3,-,-,-,コール オブ デューティ ブラックオプス,sho/137,0,-,,,,,,,
2015-11-12,バンダイナムコエンターテインメント,ディズニーインフィニティ3.0,32,-,ACT,ディズニーインフィニティ,0,0,フィギュア連動アクション,,,,,,,
2015-11-19,コーエーテクモゲームス,ソフィーのアトリエ 〜不思議な本の錬金術士〜,33,-,RPG,-,rpg/133,0,錬金術再生RPG,,,,,,,
2015-11-26,インターグロー,Farming Simulator 15,-,-,-,Farming Simulator,0,0,-,,,,,,,
2015-11-26,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.6,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,0,0,-,,,,,,,
2015-11-26,セガゲームス,ブレードアークス from シャイニングEX,-,-,-,-,cbt/61,0,-,,,,,,,
2015-11-26,アークシステムワークス,魔都紅色幽撃隊 デイブレイク スペシャル ギグス,-,-,-,-,0,0,-,,,,,,,
2015-12-10,5pb.,STEINS;GATE 0,-,-,-,STEINS;GATE,0,0,-,,,,,,,
2015-12-10,マーベラス,ニトロプラス ブラスターズ -ヒロインズ インフィニット デュエル-,-,-,-,-,cbt/62,0,-,,,,,,,
2015-12-17,ロックスター・ゲームス,グランド・セフト・オート・サンアンドレアス,-,-,-,-,aad/92,0,-,,,,,,,
2015-12-17,バンダイナムコエンターテインメント,ジョジョの奇妙な冒険 アイズオブヘブン,34,-,ACT,-,cbt/64,0,スタイリッシュタッグジョジョアクション,,,,,,,
2015-12-17,セガゲームス,電撃文庫 FIGHTING CLIMAX IGNITION,32,-,FTG,電撃文庫 FIGHTING CLIMAX,cbt/63,0,2D対戦格闘,,,,,,,
2015-12-23,バンダイナムコエンターテインメント,TVアニメ アイドルマスター シンデレラガールズ G4U！パック VOL.7,-,-,-,TVアニメ アイドルマスター シンデレラガールズ G,otr/52,0,-,,,,,,,
2016-01-14,アトラス,オーディンスフィア レイヴスラシル,36,-,ARPG,-,rpg/134,0,2DアクションRPG,,,,,,,
