発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,プラットフォーム
2015-06-11,任天堂,リズム天国 ザ・ベスト+,2,YES,その他,任天堂,0,1,その他
2015-06-17,賈船,ぐ〜にゃん,2,,その他,賈船,0,1,その他
2015-06-17,ゲームドゥ,コロロケの森 ぽいっと Mononoke Forest,2,,その他,ゲームドゥ,0,1,その他
2015-06-18,マーベラス 北米: Xseed Games,ポポロクロイス牧場物語 Return to PopoloCrois: A Story of Seasons Fairytale,2,YES,その他,マーベラス 北米: Xseed Games,0,1,その他
2015-06-24,セガゲームス,3D ガンスターヒーローズ,2,,その他,セガゲームス,0,1,その他
2015-06-24,レイニーフロッグ Renegade Kid,マッドアタック!マックスVS泥々星人 Mutant Mudds,2,,その他,レイニーフロッグ Renegade Kid,0,1,その他
2015-06-25,任天堂,ファイアーエムブレムif 暗夜王国 Fire Emblem Fates: Conquest,2,YES,その他,任天堂,0,1,その他
2015-06-25,任天堂,ファイアーエムブレムif 白夜王国 Fire Emblem Fates: Birthright,2,YES,その他,任天堂,0,1,その他
2015-06-25,バンダイナムコエンターテインメント,怪盗ジョーカー 時を超える怪盗と失われた宝石,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-07-01,アークシステムワークス CIRCLE Entertainment,グルメドリーム,2,,その他,アークシステムワークス CIRCLE Entertainment,0,1,その他
2015-07-08,スターサイン,ピンポントリックショット,2,,その他,スターサイン,0,1,その他
2015-07-08,メディア・ファイブ,マル合格! ケアマネジャー試験 平成27年度版,2,,その他,メディア・ファイブ,0,1,その他
2015-07-09,カプコン,大逆転裁判 -成歩堂龍ノ介の冒險-,2,YES,その他,カプコン,0,1,その他
2015-07-09,バンダイナムコエンターテインメント,超・逃走中 あつまれ!最強の逃走者たち,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-07-11,レベルファイブ Nintendo,妖怪ウォッチバスターズ 白犬隊 Yo-kai Watch Blasters: White Dog Squad,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2015-07-11,レベルファイブ Nintendo,妖怪ウォッチバスターズ 赤猫団 Yo-kai Watch Blasters: Red Cat Corps,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2015-07-15,アークシステムワークス Big John Games,キューブクリエイター3D,2,,その他,アークシステムワークス Big John Games,0,1,その他
2015-07-16,バーグサラ・ライトウェイト Rising Star Games,ハローキティとサンリオキャラクターズ ワールドロックツアー Hello Kitty & Friends: Rock n' World Tour,2,YES,その他,バーグサラ・ライトウェイト Rising Star Games,0,1,その他
2015-07-16,ロケットカンパニー,脱出アドベンチャー 絶望要塞,2,YES,その他,ロケットカンパニー,0,1,その他
2015-07-22,セガゲームス,3D ソニック・ザ・ヘッジホッグ2,2,,その他,セガゲームス,0,1,その他
2015-07-22,角川ゲームス,Oh!ガッチマン 究極のω珍宝とモミゲー26,2,,その他,角川ゲームス,0,1,その他
2015-07-23,日本コロムビア,ほっぺちゃん ぷにっとしぼって大冒険!,2,YES,その他,日本コロムビア,0,1,その他
2015-07-23,エクストリーム Aksys Games,ラングリッサー リインカーネーション -転生- Langrisser Re:Incarnation Tensei,2,YES,その他,エクストリーム Aksys Games,0,1,その他
2015-07-29,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.39 THE 密室からの脱出 〜脳を鍛えるスポーツジム編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2015-07-29,スマイルブーム,プチコンマガジン 創刊号,2,,その他,スマイルブーム,0,1,その他
2015-07-30,バンダイナムコエンターテインメント,Go!プリンセスプリキュア シュガー王国と6人のプリンセス!,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-07-30,任天堂,どうぶつの森 ハッピーホームデザイナー Animal Crossing: Happy Home Designer,2,YES,その他,任天堂,0,1,その他
2015-07-30,日本コロムビア,わんニャンどうぶつ病院 ステキな獣医さんになろう!,2,YES,その他,日本コロムビア,0,1,その他
2015-07-30,MAGES. Xseed Games,コープスパーティー ブラッドカバー リピーテッドフィアー Corpse Party,2,YES,その他,MAGES. Xseed Games,0,1,その他
2015-07-30,シルバースタージャパン,遊んで将棋が強くなる! 銀星将棋DX,2,YES,その他,シルバースタージャパン,0,1,その他
2015-08-05,エクシング,カラオケJOYSOUND,2,,その他,エクシング,0,1,その他
2015-08-06,ロケットカンパニー,ぼんぼんりぼん ときめきコーデ♥キラキラダンス,2,YES,その他,ロケットカンパニー,0,1,その他
2015-08-06,コーエーテクモゲームス,三國志2,2,YES,その他,コーエーテクモゲームス,0,1,その他
2015-08-06,コーエーテクモゲームス,信長の野望2,2,YES,その他,コーエーテクモゲームス,0,1,その他
2015-08-13,スターフィッシュ・エスディ,アトリエ デコ ラ ドール コレクション,2,YES,その他,スターフィッシュ・エスディ,0,1,その他
2015-08-19,甲南電機製作所 Bergsala Lightweight,たたかえ ぶたさん Psycho Pigs,2,,その他,甲南電機製作所 Bergsala Lightweight,0,1,その他
2015-08-19,ケムコ Hit Point,クロノスアーク,2,,その他,ケムコ Hit Point,0,1,その他
2015-08-19,メディア・ファイブ,マル合格! 介護福祉士試験 平成27年度版,2,,その他,メディア・ファイブ,0,1,その他
2015-08-20,バンダイナムコエンターテインメント,スーパーロボット大戦BX,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-08-26,ポイソフト,モノカゲクエスト,2,,その他,ポイソフト,0,1,その他
2015-08-26,アークシステムワークス Aksys Games,疾風のうさぎ丸 -謎のからくり城- Ninja Usagimaru: The Mysterious Karakuri Castle,2,,その他,アークシステムワークス Aksys Games,0,1,その他
2015-08-27,スクウェア・エニックス,ドラゴンクエストVIII 空と海と大地と呪われし姫君 Dragon Quest VIII: Journey of the Cursed King,2,YES,その他,スクウェア・エニックス,0,1,その他
2015-08-27,任天堂,ファミコンリミックス ベストチョイス Ultimate NES Remix,2,YES,その他,任天堂,0,1,その他
2015-08-27,ハピネット,小林が可愛すぎてツライっ!! ゲームでもキュン萌えMAXが止まらないっ (*ェ`*),2,YES,その他,ハピネット,0,1,その他
2015-08-27,ソニックパワード,鉄道にっぽん!路線たび ゆいレール編 Japanese Rail Sim 3D: Monorail Trip to Okinawa,2,YES,その他,ソニックパワード,0,1,その他
2015-09-02,任天堂,リアル脱出ゲーム×ニンテンドー3DS 超破壊計画からの脱出,2,,その他,任天堂,0,1,その他
2015-09-02,スターサイン,出会い玉 Collide-a-Ball,2,,その他,スターサイン,0,1,その他
2015-09-03,ワーナー エンターテイメント ジャパン,レゴ ニンジャゴー ローニンの影 Lego Ninjago: Shadow of Ronin,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,その他
2015-09-09,日本コロムビア,ジャンプ勇者,2,,その他,日本コロムビア,0,1,その他
2015-09-10,カプコン,モンハン日記 ぽかぽかアイルー村DX,2,YES,その他,カプコン,0,1,その他
2015-09-17,ポケモン Nintendo,ポケモン超不思議のダンジョン Pokémon Super Mystery Dungeon,2,YES,その他,ポケモン Nintendo,0,1,その他
2015-09-30,ディースリー・パブリッシャー,ぼくらの学校戦争 〜痛快アドベンチャー〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2015-09-30,メディア・ファイブ,マル合格! ITパスポート試験 平成27年度版,2,,その他,メディア・ファイブ,0,1,その他
2015-09-30,バンダイナムコエンターテインメント,手裏剣戦隊ニンニンジャー ゲームでワッショイ!!,2,,その他,バンダイナムコエンターテインメント,0,1,その他
2015-09-30,ピッキー,洞窟物語 Cave Story,2,,その他,ピッキー,0,1,その他
2015-10-01,任天堂,カタチ新発見! 立体ピクロス2 Picross 3D: Round 2,2,YES,その他,任天堂,0,1,その他
2015-10-08,任天堂,なげなわアクション!ぐるぐる!ちびロボ! Chibi-Robo! Zip Lash,2,YES,その他,任天堂,0,1,その他
2015-10-08,バンダイナムコエンターテインメント,プロ野球 ファミスタ リターンズ,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-10-14,メビウス,エルミナージュ ゴシック 3D REMIX 〜ウルム・ザキールと闇の儀式〜,2,,その他,メビウス,0,1,その他
2015-10-14,メビウス,エルミナージュ異聞 アメノミハシラ・怪,2,,その他,メビウス,0,1,その他
2015-10-15,セガゲームス 欧州: Deep Silver,セブンスドラゴンIII code:VFD,2,YES,その他,セガゲームス 欧州: Deep Silver,0,1,その他
2015-10-21,テヨンジャパン winterworks,ブルーキッド 2 Bloo Kid 2,2,,その他,テヨンジャパン winterworks,0,1,その他
2015-10-21,インテンス CIRCLE Entertainment,謎解きメイズからの脱出 Puzzle Labyrinth,2,,その他,インテンス CIRCLE Entertainment,0,1,その他
2015-10-22,任天堂,ゼルダの伝説 トライフォース3銃士 The Legend of Zelda: Tri Force Heroes,2,YES,その他,任天堂,0,1,その他
2015-10-22,タカラトミーアーツ,プリパラ めざせ!アイドル☆グランプリNo.1!,2,YES,その他,タカラトミーアーツ,0,1,その他
2015-10-28,アガツマ・エンタテインメント VD-Dev,IRONFALL -Invasion-,2,,その他,アガツマ・エンタテインメント VD-Dev,0,1,その他
2015-10-28,レイニーフロッグ 北米: Maximum Games 欧州: Joindots,アトランティック クエスト,2,,その他,レイニーフロッグ 北米: Maximum Games 欧州: Joindots,0,1,その他
2015-10-28,ピッキー Nicalis,ザ バインディング オブ アイザック: リバース,2,,その他,ピッキー Nicalis,0,1,その他
2015-11-04,フライハイワークス Circle Entertainment,魔神少女 エピソード2 -願いへの代価- The Legend of Dark Witch 2,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2015-11-05,バンダイナムコエンターテインメント Nintendo,ディズニー マジックキャッスル マイ･ハッピー･ライフ2 Disney Magical World 2,2,YES,その他,バンダイナムコエンターテインメント Nintendo,0,1,その他
2015-11-05,ワーナー エンターテイメント ジャパン,レゴ ジュラシック・ワールド,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,その他
2015-11-05,ソニックパワード,鉄道にっぽん!路線たび 上毛電気鉄道編,2,YES,その他,ソニックパワード,0,1,その他
2015-11-12,バンダイナムコエンターテインメント,PROJECT X ZONE 2:BRAVE NEW WORLD,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-11-12,小学館,かいておぼえる ドラがな,2,YES,その他,小学館,0,1,その他
2015-11-18,シルバースタージャパン,ノアの揺り籠,2,,その他,シルバースタージャパン,0,1,その他
2015-11-19,日本コロムビア,すみっコぐらし おみせはじめるんです,2,YES,その他,日本コロムビア,0,1,その他
2015-11-19,ポケモン Nintendo,みんなのポケモンスクランブル,2,YES,その他,ポケモン Nintendo,0,1,その他
2015-11-19,インターグロー WayForward Technologies,シャンティ -海賊の呪い- Shantae and the Pirate's Curse,2,YES,その他,インターグロー WayForward Technologies,0,1,その他
2015-11-19,アルケミスト,ドリームガール プルミエ,2,YES,その他,アルケミスト,0,1,その他
2015-11-25,ピッキー Nicalis,1001 Spikes,2,,その他,ピッキー Nicalis,0,1,その他
2015-11-26,ハピネット,ちゃおイラストクラブ,2,YES,その他,ハピネット,0,1,その他
2015-11-26,バンダイナムコエンターテインメント,アイカツ! My No.1 Stage!,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-11-26,ハピネット,創作アリスと王子さま!,2,YES,その他,ハピネット,0,1,その他
2015-11-28,カプコン,モンスターハンタークロス Monster Hunter Generations,2,YES,その他,カプコン,0,1,その他
2015-12-02,賈船,Toys VS Monsters,2,,その他,賈船,0,1,その他
2015-12-02,ポケモン Nintendo,ポケモンピクロス,2,,その他,ポケモン Nintendo,0,1,その他
2015-12-02,バンダイナムコエンターテインメント,仮面ライダーゴースト ゲームでカイガン!!,2,,その他,バンダイナムコエンターテインメント,0,1,その他
