発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,プラットフォーム
2014-08-07,バンダイナムコゲームス,ドラゴンボールヒーローズ アルティメットミッション2,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-08-07,マーベラス 北米: XSEED Games,閃乱カグラ2 -真紅- Senran Kagura 2: Deep Crimson,2,YES,その他,マーベラス 北米: XSEED Games,0,1,その他
2014-08-20,セガ,3D サンダーブレード,2,,その他,セガ,0,1,その他
2014-08-20,インティ・クリエイツ,マイティガンヴォルト,2,,その他,インティ・クリエイツ,0,1,その他
2014-08-20,メディア・ファイブ,マル合格! 行政書士試験 平成26年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-08-20,ケムコ Nicalis,神創世界グリンシア Grinsia,2,,その他,ケムコ Nicalis,0,1,その他
2014-08-20,インティ・クリエイツ,蒼き雷霆 ガンヴォルト Azure Striker Gunvolt,2,,その他,インティ・クリエイツ,0,1,その他
2014-08-21,ソニックパワード,鉄道にっぽん!路線たび 鹿島臨海鉄道編 Japanese Rail Sim 3D: Journey in Suburbs #2,2,YES,その他,ソニックパワード,0,1,その他
2014-08-27,フライハイワークス Zordix AB,アクアモーターレーシング3D,2,,その他,フライハイワークス Zordix AB,0,1,その他
2014-08-27,フライハイワークス,プチノベル「祝祭の八月」,2,,その他,フライハイワークス,0,1,その他
2014-08-27,アークシステムワークス,脱出アドベンチャー 終焉の黒い霧,2,,その他,アークシステムワークス,0,1,その他
2014-08-28,ロケットカンパニー,メダロット8 カブトver.,2,YES,その他,ロケットカンパニー,0,1,その他
2014-08-28,ロケットカンパニー,メダロット8 クワガタver.,2,YES,その他,ロケットカンパニー,0,1,その他
2014-09-03,アークシステムワークス Joindots,Gardenscapes つくろう!大庭園,2,,その他,アークシステムワークス Joindots,0,1,その他
2014-09-03,Collavier,カスタムモンスターズ,2,,その他,Collavier,0,1,その他
2014-09-04,ソニックパワード,ぼくは航空管制官 エアポートヒーロー3D 関空SKY STORY I am an Air Traffic controller Airport Hero Osaka-Kix,2,YES,その他,ソニックパワード,0,1,その他
2014-09-04,カプコン,ガイストクラッシャー ゴッド,2,YES,その他,カプコン,0,1,その他
2014-09-04,スクウェア・エニックス,ドラゴンクエストX オンライン,2,,その他,スクウェア・エニックス,0,1,その他
2014-09-10,レイニーフロッグ GameOn,2048,2,,その他,レイニーフロッグ GameOn,0,1,その他
2014-09-10,テヨンジャパン 北米: Reactor 欧州: Joindots,ちっちゃなげ〜む Vol.1 ナイトとドラゴンのヒマつぶし Tiny Games: Knights & Dragons,2,,その他,テヨンジャパン 北米: Reactor 欧州: Joindots,0,1,その他
2014-09-10,エインシャント,みんなで まもって騎士 姫のトキメキらぷそでぃ Gotta Protectors,2,,その他,エインシャント,0,1,その他
2014-09-13,任天堂,大乱闘スマッシュブラザーズ for Nintendo 3DS Super Smash Bros. for Nintendo 3DS,2,YES,その他,任天堂,0,1,その他
2014-09-17,テヨンジャパン Saturnine Games,タートルテイル 亀島奪回 Turtle Tale,2,,その他,テヨンジャパン Saturnine Games,0,1,その他
2014-09-24,アークシステムワークス Circle Entertainment,コンビニドリーム,2,,その他,アークシステムワークス Circle Entertainment,0,1,その他
2014-09-24,スターサイン Enjoy Gaming,トレジャーレイダー ピラミッドから脱出! Pyramids,2,,その他,スターサイン Enjoy Gaming,0,1,その他
2014-09-24,モバイル&ゲームスタジオ,ピンチ50連発!! 50 Pinch Barrage,2,,その他,モバイル&ゲームスタジオ,0,1,その他
2014-09-24,フライハイワークス,プチノベル「子宮の九月」,2,,その他,フライハイワークス,0,1,その他
2014-09-24,スターサイン,ワールドパーキングプロ,2,,その他,スターサイン,0,1,その他
2014-09-25,バンダイナムコゲームス,テンカイナイト ブレイブバトル,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-09-25,バンダイナムコゲームス,ハイキュー!! 繋げ!頂の景色!!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-09-25,ロケットカンパニー,公益財団法人日本漢字能力検定協会 漢検トレーニング,2,YES,その他,ロケットカンパニー,0,1,その他
2014-10-01,シルバースタージャパン Agetec,タッチバトル忍者,2,,その他,シルバースタージャパン Agetec,0,1,その他
2014-10-01,アークシステムワークス,タングラム×タングラム 〜誰もがハマるシルエットパズル〜,2,,その他,アークシステムワークス,0,1,その他
2014-10-02,マーベラス 北米: Xseed Games,禁忌のマグナ Lord of Magna: Maiden Heaven,2,YES,その他,マーベラス 北米: Xseed Games,0,1,その他
2014-10-02,バンダイナムコゲームス,謎解きバトルTORE! 伝説の魔宮を復活させよ!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-10-08,賈船Neko Entertainment,カンフーラビット（英語版）,2,,その他,賈船Neko Entertainment,0,1,その他
2014-10-08,フライハイワークス Circle Entertainment,フェアルーン Fairune,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2014-10-08,アークシステムワークス,名画と楽しむ大人の間違い探し,2,,その他,アークシステムワークス,0,1,その他
2014-10-09,日本コロムビア,チョコ犬のちょこっと不思議な物語 ショコラ姫と魔法のレシピ,2,YES,その他,日本コロムビア,0,1,その他
2014-10-09,バンダイナムコゲームス,マジンボーン 時間と空間の魔神,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-10-11,カプコン,モンスターハンター4G Monster Hunter 4 Ultimate,2,YES,その他,カプコン,0,1,その他
2014-10-22,フライハイワークス,プチノベル「破談の十月」,2,,その他,フライハイワークス,0,1,その他
2014-10-22,テヨンジャパン Bigben Interactive,小悪魔ココトの宇宙人くずし Cocoto Alien Brick Breaker,2,,その他,テヨンジャパン Bigben Interactive,0,1,その他
2014-10-22,スクウェア・エニックス,拡散性ミリオンアーサー,2,,その他,スクウェア・エニックス,0,1,その他
2014-10-22,PUMO Circle Entertainment,王国の道具屋さん Kingdom's Item Shop,2,,その他,PUMO Circle Entertainment,0,1,その他
2014-10-23,バンダイナムコゲームス,テイルズ オブ ザ ワールド レーヴ ユナイティア,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-10-23,ソニックパワード,鉄道にっぽん!路線たび 叡山電車編 Japanese Rail Sim 3D: Journey to Kyoto,2,YES,その他,ソニックパワード,0,1,その他
2014-10-29,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.33 THE 熱血!炎のラーメン屋,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-10-29,フライハイワークス QubicGames,Aiレース:X AiRace Xeno,2,,その他,フライハイワークス QubicGames,0,1,その他
2014-11-05,メディア・ファイブ,ぐるたん 中学英単語,2,,その他,メディア・ファイブ,0,1,その他
2014-11-05,メディア・ファイブ,ぐるたん 大人の英単語,2,,その他,メディア・ファイブ,0,1,その他
2014-11-05,メディア・ファイブ,ぐるたん 高校英単語,2,,その他,メディア・ファイブ,0,1,その他
2014-11-05,スターサイン,ピンポントリックショット2,2,,その他,スターサイン,0,1,その他
2014-11-05,メディア・ファイブ,マル合格! 社会福祉士試験 平成26年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-11-06,ワーナー エンターテイメント ジャパン,LEGO ムービー ザ・ゲーム The Lego Movie Videogame,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,その他
2014-11-06,オフィスクリエイト Rising Star Games,クッキングママ:わたしのスイーツショップ Cooking Mama: Sweet Shop,2,YES,その他,オフィスクリエイト Rising Star Games,0,1,その他
2014-11-12,シルバースタージャパン,あしあとリバーシ くまモンバージョン,2,,その他,シルバースタージャパン,0,1,その他
2014-11-12,IEインスティテュート,シカクいアタマをマルくする。エキスパート 漢字・計算・図形,2,,その他,IEインスティテュート,0,1,その他
2014-11-12,IEインスティテュート,シカクいアタマをマルくする。ジュニア こくご・さんすう・しゃかい・りか・せいかつ,2,,その他,IEインスティテュート,0,1,その他
2014-11-12,IEインスティテュート,シカクいアタマをマルくする。マスター 国語・算数・社会・理科,2,,その他,IEインスティテュート,0,1,その他
2014-11-13,サクセス,おさわり探偵 小沢里奈 なめこリズム,2,YES,その他,サクセス,0,1,その他
2014-11-13,スターフィッシュ・エスディ,エルミナージュ異聞 アメノミハシラ・怪,2,YES,その他,スターフィッシュ・エスディ,0,1,その他
2014-11-13,バンダイナムコゲームス,ディスク・ウォーズ:アベンジャーズ アルティメットヒーローズ,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-11-13,バンダイナムコゲームス,ワンピース 超グランドバトル! X,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-11-13,エム・ティー・オー,瞬足 めざせ!全国最強ランナー,2,YES,その他,エム・ティー・オー,0,1,その他
2014-11-19,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.34 THE 密室からの脱出 〜ふしぎ発見!博物館編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-11-19,インテンス,Ultimate Poker & BlackJack,2,,その他,インテンス,0,1,その他
2014-11-19,スマイルブーム,プチコン3号 SmileBASIC,2,,その他,スマイルブーム,0,1,その他
2014-11-19,フライハイワークス,プチノベル「別離の十一月」,2,,その他,フライハイワークス,0,1,その他
2014-11-20,日本コロムビア,すみっコぐらし ここがおちつくんです,2,YES,その他,日本コロムビア,0,1,その他
2014-11-20,MAGES.,まほコレ 〜魔法☆あいどるコレクション〜,2,YES,その他,MAGES.,0,1,その他
2014-11-20,バンダイナムコゲームス,アンパンマンとタッチでわくわくトレーニング,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-11-20,小学館,ドラえいご のび太と妖精のふしぎコレクション,2,YES,その他,小学館,0,1,その他
2014-11-20,ハピネット,ドーリィ♪カノン ドキドキ♪トキメキ♪ヒミツの音楽活動スタートでぇ〜す!!,2,YES,その他,ハピネット,0,1,その他
2014-11-20,バンダイナムコゲームス,藤子・F・不二雄キャラクターズ 大集合!SFドタバタパーティー!!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-11-21,ポケモン Nintendo,ポケットモンスター アルファサファイア Pokémon Alpha Sapphire,2,YES,その他,ポケモン Nintendo,0,1,その他
2014-11-21,ポケモン Nintendo,ポケットモンスター オメガルビー Pokémon Omega Ruby,2,YES,その他,ポケモン Nintendo,0,1,その他
2014-11-26,フライハイワークス,SQUIDS -ひっぱりイカの大冒険-,2,,その他,フライハイワークス,0,1,その他
2014-11-26,メディア・ファイブ,マル合格! FP2級 平成26-27年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-11-26,メディア・ファイブ,マル合格! FP3級 平成26-27年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-11-27,バンダイナムコゲームス,ご当地鉄道 〜ご当地キャラと日本全国の旅〜,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-11-27,セガ,ヒーローバンク2,2,YES,その他,セガ,0,1,その他
2014-11-27,アトラス 欧州: NIS America,新・世界樹の迷宮2 ファフニールの騎士 Etrian Odyssey Untold 2: The Fafnir Knight,2,YES,その他,アトラス 欧州: NIS America,0,1,その他
2014-12-03,PUMO,DOOORS,2,,その他,PUMO,0,1,その他
2014-12-04,クロン,そろばん・あんざん・フラッシュ暗算 完全版,2,YES,その他,クロン,0,1,その他
2014-12-04,バンダイナムコゲームス,アイカツ! 365日のアイドルデイズ,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-12-04,角川ゲームス,ダービースタリオンGOLD,2,YES,その他,角川ゲームス,0,1,その他
2014-12-04,バンダイナムコゲームス,パックワールド2 Pac-Man and the Ghostly Adventures 2,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-12-04,コーエーテクモゲームス,戦国無双 Chronicle 3 Samurai Warriors Chronicles 3,2,YES,その他,コーエーテクモゲームス,0,1,その他
2014-12-04,スパイク・チュンソフト,進撃の巨人 〜人類最後の翼〜 CHAIN,2,YES,その他,スパイク・チュンソフト,0,1,その他
2014-12-10,スクウェア・エニックス,ブレイブリーセカンド 無料で遊べる三銃士編,2,,その他,スクウェア・エニックス,0,1,その他
2014-12-13,レベルファイブ Nintendo,妖怪ウォッチ2 真打 Yo-kai Watch 2: Psychic Specters,2,YES,その他,レベルファイブ Nintendo,0,1,その他
2014-12-17,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.35 THE 呪いの廃校舎 〜呪いの仮面と双子の少女〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-12-17,スパイシーソフト,チャリ走DX3 タイムライダー,2,,その他,スパイシーソフト,0,1,その他
2014-12-17,任天堂,バッジとれ〜るセンター Nintendo Badge Arcade,2,,その他,任天堂,0,1,その他
2014-12-17,インターグロー Rising Star Games,異史戦国伝宿業 Sadame,2,,その他,インターグロー Rising Star Games,0,1,その他
2014-12-18,ハピネット,12歳。 〜ほんとのキモチ〜,2,YES,その他,ハピネット,0,1,その他
2014-12-18,セガ,セガ3D復刻アーカイブス,2,YES,その他,セガ,0,1,その他
2014-12-18,セガ,ソニックトゥーン アイランドアドベンチャー Sonic Boom: Shattered Crystal,2,YES,その他,セガ,0,1,その他
2014-12-18,スクウェア・エニックス,ファイナルファンタジー エクスプローラーズ,2,YES,その他,スクウェア・エニックス,0,1,その他
2014-12-18,ロケットカンパニー,リラックマ なかよしコレクション,2,YES,その他,ロケットカンパニー,0,1,その他
2014-12-24,ジースタイル,ゾンゲリパニック ナイトメア,2,,その他,ジースタイル,0,1,その他
2014-12-24,賈船 Wobbly Tooth,トイスタントバイク,2,,その他,賈船 Wobbly Tooth,0,1,その他
2014-12-24,ジュピター,ピクロスe6,2,,その他,ジュピター,0,1,その他
2014-12-24,フライハイワークス,プチノベル「収斂の十二月」,2,,その他,フライハイワークス,0,1,その他
2014-12-24,メディア・ファイブ,マル合格! 簿記3級仕訳ドリル,2,,その他,メディア・ファイブ,0,1,その他
2014-12-25,ソニックパワード,ぼくは航空管制官 エアポートヒーロー3D 成田 ALL STARS I am an Air Traffic controller Airport Hero Narita,2,YES,その他,ソニックパワード,0,1,その他
2015-01-07,エープラス,6×1≠UNLIMITED?,2,,その他,エープラス,0,1,その他
2015-01-07,テヨンジャパン Cypronia,カラフリラックス 色彩合わせ Color Zen,2,,その他,テヨンジャパン Cypronia,0,1,その他
2015-01-07,メディア・ファイブ,マル合格! 簿記2級仕訳ドリル 商業簿記・工業簿記,2,,その他,メディア・ファイブ,0,1,その他
2015-01-07,PUMO,新宿ダンジョン,2,,その他,PUMO,0,1,その他
2015-01-14,ポイソフト,サンゴクストーリーズ天,2,,その他,ポイソフト,0,1,その他
2015-01-14,テヨンジャパン 北米: Gamelion Studios 欧州: HUUUGE GAMES Sp. z o.o.（ポーランド語版、ドイツ語版）,ハネカエリーノ Hazumi,2,,その他,テヨンジャパン 北米: Gamelion Studios 欧州: HUUUGE GAMES Sp. z o.o.（ポーランド語版、ドイツ語版）,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 1級 準1級 2級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 3級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 4級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 5級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 6級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 7級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 8級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 9級 10級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-14,ロケットカンパニー,公益財団法人 日本漢字能力検定協会 漢検トレーニング 準2級,2,,その他,ロケットカンパニー,0,1,その他
2015-01-15,任天堂,ハコボーイ! BoxBoy!,2,,その他,任天堂,0,1,その他
2015-01-15,スパイク・チュンソフト,喧嘩番長6〜ソウル&ブラッド〜,2,YES,その他,スパイク・チュンソフト,0,1,その他
2015-01-21,スクウェア・エニックス,FINAL FANTASY,2,,その他,スクウェア・エニックス,0,1,その他
2015-01-21,ビヨンド・インタラクティブ Digital Lounge,Outer World 20th Anniversary Edition Another World: 20th Anniversary Edition,2,,その他,ビヨンド・インタラクティブ Digital Lounge,0,1,その他
2015-01-22,ワーナー エンターテイメント ジャパン,レゴ マーベル スーパーヒーローズ ザ・ゲーム Lego Marvel Super Heroes: Universe in Peril,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,その他
2015-01-22,フリュー Atlus,レジェンド オブ レガシー,2,YES,その他,フリュー Atlus,0,1,その他
2015-01-28,アークシステムワークス Cinemax (ゲーム会社)（英語版）,THE KEEP 〜呪われしクリスタルの迷宮〜 The Keep,2,,その他,アークシステムワークス Cinemax (ゲーム会社)（英語版）,0,1,その他
2015-01-28,フライハイワークス Circle Entertainment,アイコンパズル タッピンゴ Tappingo,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2015-01-28,甲南電機製作所 Bergsala Lightweight,エクスケーブ 〜運命の夢幻塔編〜 Excave III: Tower of Destiny,2,,その他,甲南電機製作所 Bergsala Lightweight,0,1,その他
2015-01-28,シルバースタージャパン,激投戦士 ナゲルンダー,2,,その他,シルバースタージャパン,0,1,その他
2015-01-29,バンダイナムコゲームス,エースコンバット 3D クロスランブル + Ace Combat: Assault Horizon Legacy +,2,YES,その他,バンダイナムコゲームス,0,1,その他
2015-01-29,アトラス 欧州: NIS America,デビルサバイバー2 ブレイクレコード Shin Megami Tensei: Devil Survivor 2: Record Breaker,2,YES,その他,アトラス 欧州: NIS America,0,1,その他
2015-01-29,バンダイナムコゲームス,弱虫ペダル 栄光への高回転,2,YES,その他,バンダイナムコゲームス,0,1,その他
2015-02-05,バンダイナムコゲームス,ロストヒーローズ2,2,YES,その他,バンダイナムコゲームス,0,1,その他
2015-02-10,賈船 Joindots,忍びのPAZURU Pazur,2,,その他,賈船 Joindots,0,1,その他
2015-02-11,バンダイナムコゲームス,七つの大罪 真実の冤罪,2,YES,その他,バンダイナムコゲームス,0,1,その他
2015-02-14,任天堂,ゼルダの伝説 ムジュラの仮面 3D The Legend of Zelda: Majora's Mask 3D,2,YES,その他,任天堂,0,1,その他
2015-02-18,フライハイワークス Circle Entertainment,KAMI,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2015-02-18,トムクリエイト,ひっぱり〜ニャ!,2,,その他,トムクリエイト,0,1,その他
2015-02-18,タカラトミー,イジン爆闘!!ウデジマン,2,,その他,タカラトミー,0,1,その他
2015-02-18,ポケモン Nintendo,ポケとる Pokémon Shuffle,2,,その他,ポケモン Nintendo,0,1,その他
2015-02-18,任天堂,役満 鳳凰,2,,その他,任天堂,0,1,その他
2015-02-25,Collavier,コミック工房2,2,,その他,Collavier,0,1,その他
2015-02-25,ライドオンジャパン Circle Entertainment,マーセナリーズサーガ2 Mercenaries Saga 2: Order of the Silver Eagle,2,,その他,ライドオンジャパン Circle Entertainment,0,1,その他
2015-02-25,テヨンジャパン 北米: Gamelion Studios 欧州: HUUUGE GAMES Sp. z o.o.,リーグ オブ ヒーローズ League of Heroes,2,,その他,テヨンジャパン 北米: Gamelion Studios 欧州: HUUUGE GAMES Sp. z o.o.,0,1,その他
2015-02-26,小学館,ドラもじ のび太の漢字大作戦,2,YES,その他,小学館,0,1,その他
2015-02-26,コーエーテクモゲームス,金色のコルダ3 フルボイスspecial,2,YES,その他,コーエーテクモゲームス,0,1,その他
2015-03-04,フライハイワークス Hörberg Production,ガンマンストーリー2 Gunman Clive 2,2,,その他,フライハイワークス Hörberg Production,0,1,その他
2015-03-05,フリュー,ドラえもん のび太の宇宙英雄記,2,YES,その他,フリュー,0,1,その他
2015-03-05,任天堂,レゴシティ アンダーカバー チェイス ビギンズ,2,YES,その他,任天堂,0,1,その他
2015-03-05,アトラス 欧州: NIS America,世界樹と不思議のダンジョン Etrian Mystery Dungeon,2,YES,その他,アトラス 欧州: NIS America,0,1,その他
2015-03-05,フリュー,新テニスの王子様 〜Go to the top〜,2,YES,その他,フリュー,0,1,その他
2015-03-11,アークシステムワークス,ザ・スカイファイターズ 〜トリウム戦争〜 Thorium Wars: Attack of the Skyfighter,2,,その他,アークシステムワークス,0,1,その他
2015-03-12,バンダイナムコゲームス,暗殺教室 殺せんせー大包囲網!!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2015-03-19,タカラトミーアーツ,プリパラ&プリティーリズム プリパラでつかえるおしゃれアイテム1450!,2,YES,その他,タカラトミーアーツ,0,1,その他
2015-03-19,任天堂,マリオvs.ドンキーコング みんなでミニランド Mario vs. Donkey Kong: Tipping Stars,2,YES,その他,任天堂,0,1,その他
2015-03-25,フライハイワークス Circle Entertainment,サムライディフェンダー Samurai Defender,2,,その他,フライハイワークス Circle Entertainment,0,1,その他
2015-03-25,アークシステムワークス,ゾンビ パニック イン ワンダーランド DX,2,,その他,アークシステムワークス,0,1,その他
2015-03-25,レイニーフロッグ,パズルボトル,2,,その他,レイニーフロッグ,0,1,その他
2015-03-25,メディア・ファイブ,マル合格! 医療事務 診療報酬請求事務能力認定試験（医科）,2,,その他,メディア・ファイブ,0,1,その他
2015-03-26,スクウェア・エニックス,シアトリズム ドラゴンクエスト,2,YES,その他,スクウェア・エニックス,0,1,その他
2015-03-26,ロケットカンパニー,梨汁ブシャー!! ふなっしー VS DRAGONS,2,YES,その他,ロケットカンパニー,0,1,その他
2015-03-26,バンダイナムコゲームス,黒子のバスケ 未来へのキズナ,2,YES,その他,バンダイナムコゲームス,0,1,その他
2015-04-01,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.36 THE 密室からの脱出 〜旅は道連れ!鉄道編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2015-04-02,ワーナー エンターテイメント ジャパン,LEGO バットマン3 ザ・ゲーム ゴッサムから宇宙へ Lego Batman 3: Beyond Gotham（英語版）,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,その他
2015-04-02,任天堂,ゼノブレイド Xenoblade Chronicles 3D,2,YES,その他,任天堂,0,1,その他
2015-04-02,フリュー,テラフォーマーズ 紅き惑星の激闘,2,YES,その他,フリュー,0,1,その他
2015-04-02,角川ゲームス NIS America,ロデア・ザ・スカイソルジャー Rodea the Sky Soldier,2,YES,その他,角川ゲームス NIS America,0,1,その他
2015-04-08,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.37 THE 巨人走,2,,その他,ディースリー・パブリッシャー,0,1,その他
2015-04-08,ポケモン Nintendo,みんなのポケモンスクランブル Pokémon Rumble World,2,,その他,ポケモン Nintendo,0,1,その他
2015-04-08,アークシステムワークス Aksys Games,ラジオハンマー,2,,その他,アークシステムワークス Aksys Games,0,1,その他
2015-04-09,クロン,雷子,2,YES,その他,クロン,0,1,その他
2015-04-15,ディースリー・パブリッシャー,ぼくらの七日間戦争 〜友情アドベンチャー〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2015-04-16,任天堂,GIRLS MODE 3 キラキラ☆コーデ 北米: Style Savvy: Fashion Forwar 欧州: Nintendo Presents: New Style Boutique 2 - Fashion Forward,2,YES,その他,任天堂,0,1,その他
2015-04-16,フリュー,フューチャーカード バディファイト 友情の爆熱ファイト!,2,YES,その他,フリュー,0,1,その他
2015-04-22,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.38 THE アイテム探し 〜女子高生探偵 真実の事件簿〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2015-04-22,フライハイワークス,Shizuku memory,2,,その他,フライハイワークス,0,1,その他
2015-04-22,テヨンジャパン Selectsoft,ポニーペット3D 101 Pony Pets 3D,2,,その他,テヨンジャパン Selectsoft,0,1,その他
2015-04-22,メディア・ファイブ,マル合格! 宅建試験 平成27年度版,2,,その他,メディア・ファイブ,0,1,その他
2015-04-22,ポイソフト,新ひゅ〜ストン,2,,その他,ポイソフト,0,1,その他
2015-04-22,アークシステムワークス,脱出アドベンチャー 呪いの数列,2,,その他,アークシステムワークス,0,1,その他
2015-04-23,スクウェア・エニックス,ブレイブリーセカンド エンドレイヤー,2,YES,その他,スクウェア・エニックス,0,1,その他
2015-04-23,日本コロムビア Aksys Games,見習い魔女とモコモコフレンズ Moco Moco Friends,2,YES,その他,日本コロムビア Aksys Games,0,1,その他
2015-04-28,セガゲームス,3D ベア・ナックルII 死闘への鎮魂歌 3D Streets of Rage 2,2,,その他,セガゲームス,0,1,その他
2015-04-28,ロケーション,みんなのデコレーションカード,2,,その他,ロケーション,0,1,その他
2015-04-28,シルバースタージャパン,タッチバトル戦車3D-3,2,,その他,シルバースタージャパン,0,1,その他
2015-04-29,ガンホー・オンライン・エンターテイメント,パズル&ドラゴンズ スーパーマリオブラザーズ エディション,2,YES,その他,ガンホー・オンライン・エンターテイメント,0,1,その他
2015-04-30,ソニックパワード,ぼくは航空管制官 エアポートヒーロー3D 羽田 ALL STARS,2,YES,その他,ソニックパワード,0,1,その他
2015-04-30,サクセス,梨汁アクション! ふなっしーの愉快なおはなっしー,2,YES,その他,サクセス,0,1,その他
2015-05-13,ライブレイジ Nnooo,シバ・カーリーの伝説 Legend of Kusakari,2,,その他,ライブレイジ Nnooo,0,1,その他
2015-05-13,スターサイン 北米: Enjoy Gaming 欧州: TwoFiveSix,ダイナマイト ジョニー Johnny Dynamite,2,,その他,スターサイン 北米: Enjoy Gaming 欧州: TwoFiveSix,0,1,その他
2015-05-13,任天堂,引ク出ス ヒッパランド 北米: Stretchmo 欧州: Fullblox,2,,その他,任天堂,0,1,その他
2015-05-14,任天堂,Code Name: S.T.E.A.M. リンカーンVSエイリアン,2,YES,その他,任天堂,0,1,その他
2015-05-20,メディア・ファイブ,マル合格! 社労士試験 平成27年度版,2,,その他,メディア・ファイブ,0,1,その他
2015-05-20,オフィスクリエイト,激働!アルバイターKOJIJohnny's Payday Panic,2,,その他,オフィスクリエイト,0,1,その他
2015-05-21,ソニックパワード,鉄道にっぽん!路線たび 近江鉄道編Japanese Rail Sim 3D: 5 Types of Trains,2,YES,その他,ソニックパワード,0,1,その他
2015-05-28,アークシステムワークス,ダウンタウン熱血時代劇,2,YES,その他,アークシステムワークス,0,1,その他
2015-05-28,バンダイナムコエンターテインメント,トライブクルクル THE G@ME,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
2015-05-28,セガゲームス,初音ミク Project mirai でらっくす,2,YES,その他,セガゲームス,0,1,その他
2015-05-31,任天堂,Dr.MARIO ギャクテン!特効薬 & 細菌撲滅 Dr. Mario: Miracle Cure,2,,その他,任天堂,0,1,その他
2015-05-31,ポノス,とびだす!にゃんこ大戦争 The Battle Cats Pop!,2,,その他,ポノス,0,1,その他
2015-06-03,エープラス,キルカ・ドライブ,2,,その他,エープラス,0,1,その他
2015-06-04,セガゲームス,STELLA GLOW,2,YES,その他,セガゲームス,0,1,その他
2015-06-04,コーエーテクモゲームス,新・ロロナのアトリエ はじまりの物語 〜アーランドの錬金術士〜,2,YES,その他,コーエーテクモゲームス,0,1,その他
2015-06-10,レイニーフロッグ Engine Software（英語版）,ループラインレーシング Proun+,2,,その他,レイニーフロッグ Engine Software（英語版）,0,1,その他
2015-06-10,スターサイン EnjoyUp Games,ヴァンパイアスナイパー Van Helsing sniper Zx100,2,,その他,スターサイン EnjoyUp Games,0,1,その他
2015-06-11,バンダイナムコエンターテインメント,ドラゴンボールZ 超究極武闘伝 Dragon Ball Z: Extreme Butōden,2,YES,その他,バンダイナムコエンターテインメント,0,1,その他
